Refcode,Year,MOF Density (g/cm3),Helium Void Fraction (-),Surface Area (m2/g),Free Volume (cm3/g),Pore Limiting Diameter (A),Large Cavity Diameter (A),Ratio LCD/PLD (-),Porosity,Density (g/cm3),Helium void fraction (-),Surface area (m2/g),Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),LCD/PLD (-)
HUCVAE,All Years,0.917,0.527497,1482.07,0.513,6,7.49,1.248333333,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.2-1.3)
VORSEC,All Years,1.794,0.186392,211.77,0.086,6.01,6.87,1.143094842,1D,[1.6-1.8),[0.1-0.2),[200-300),[0.0-0.1),[6.0-8.0),[6.5-7.0),[1.1-1.2)
IGAWAQ,All Years,1.527,0.530097,1131.56,0.335,6.02,6.37,1.058139535,1D,[1.5-1.6),[0.5-0.6),[1000-1250),[0.3-0.4),[6.0-8.0),[6.0-6.5),[1.0-1.1)
FUTZOL,All Years,0.891,0.622766,1341.72,0.643,6.06,9.16,1.511551155,1D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.5-1.6)
PUZLAZ,All Years,1.05,0.710352,1421.45,0.554,6.08,6.62,1.088815789,1D,[1.0-1.1),[0.7-0.8),[1250-1500),[0.5-0.6),[6.0-8.0),[6.5-7.0),[1.0-1.1)
KUYGOC,All Years,0.892,0.650735,1900.26,0.619,6.1,7.92,1.298360656,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.2-1.3)
DUHQII,All Years,0.452,0.797448,6107.6,1.651,6.14,8.18,1.332247557,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.5-2.0),[6.0-8.0),[8.0-10.0),[1.3-1.4)
VUDPIV,All Years,0.772,0.674684,2061.57,0.771,6.15,6.83,1.110569106,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[6.5-7.0),[1.1-1.2)
JUMLEK,All Years,1.093,0.386184,798.87,0.283,6.15,6.76,1.099186992,1D,[1.0-1.1),[0.3-0.4),[600-800),[0.2-0.3),[6.0-8.0),[6.5-7.0),[1.0-1.1)
NETYIV01,All Years,0.782,0.645054,2058.69,0.71,6.19,7.83,1.264943457,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.2-1.3)
WUYYIA,All Years,0.896,0.628063,1796.82,0.612,6.2,8.91,1.437096774,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.4-1.5)
VOYHEY,All Years,1.513,0.54149,1140.94,0.37,6.21,7.57,1.21900161,1D,[1.5-1.6),[0.5-0.6),[1000-1250),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.2-1.3)
IGAVUJ,All Years,1.463,0.556576,1327.71,0.362,6.24,6.62,1.060897436,1D,[1.4-1.5),[0.5-0.6),[1250-1500),[0.3-0.4),[6.0-8.0),[6.5-7.0),[1.0-1.1)
HURBED,All Years,1.389,0.550752,1321.98,0.396,6.3,7.51,1.192063492,1D,[1.3-1.4),[0.5-0.6),[1250-1500),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.1-1.2)
RUQFAM,All Years,0.792,0.606075,2232.26,0.687,6.31,7.79,1.234548336,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.2-1.3)
SUPZUA,All Years,0.752,0.670705,2143.93,0.798,6.31,8.99,1.424722662,2D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.4-1.5)
GUYGAK,All Years,0.807,0.548345,1577.85,0.588,6.34,7.82,1.233438486,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.2-1.3)
NUCBOE,All Years,0.741,0.620425,1964.09,0.703,6.39,9.03,1.41314554,3D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.4-1.5)
DOTSOV43,All Years,0.886,0.750143,1886.87,0.767,6.42,12.83,1.998442368,3D,[0.8-1.0),[0.7-0.8),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-72.0],[1.8-2.0)
XUDPIX,All Years,0.558,0.794352,4149.58,1.285,6.45,11.12,1.724031008,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.6-1.8)
NUCWAL,All Years,0.668,0.590957,2796.04,0.809,6.48,7.4,1.141975309,1D,[0.6-0.8),[0.5-0.6),[2000-3000),[0.8-1.0),[6.0-8.0),[7.0-8.0),[1.1-1.2)
GUGQAC,All Years,0.975,0.565163,1790.37,0.557,6.53,7.31,1.119448698,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.1-1.2)
FUXCEI,All Years,0.518,0.824572,4872.63,1.53,6.62,8.89,1.342900302,2D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.5-2.0),[6.0-8.0),[8.0-10.0),[1.3-1.4)
QUJJOW,All Years,0.77,0.712899,2456.47,0.891,6.63,8.78,1.32428356,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.3-1.4)
KUNTAQ02,All Years,0.963,0.64905,1254.41,0.508,6.66,7.25,1.088588589,1D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.0-1.1)
PUPMAQ,All Years,0.961,0.562083,1575.08,0.569,6.66,7.69,1.154654655,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.1-1.2)
BADYAJ,All Years,0.984,0.630205,1623.44,0.547,6.69,8.31,1.242152466,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.5-0.6),[6.0-8.0),[8.0-10.0),[1.2-1.3)
ROVXAD,All Years,0.75,0.674455,2380.37,0.81,6.69,7.64,1.14200299,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[7.0-8.0),[1.1-1.2)
JUHYUI,All Years,0.708,0.675036,2539.41,0.821,6.7,8.22,1.226865672,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.2-1.3)
KUNTAQ03,All Years,0.964,0.646587,1245.07,0.507,6.71,7.23,1.077496274,1D,[0.8-1.0),[0.6-0.7),[1000-1250),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.0-1.1)
GUTWEZ,All Years,0.483,0.75078,4725.71,1.453,6.77,8.41,1.242245199,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.2-1.3)
LURLOB,All Years,1.004,0.620609,1356.54,0.521,6.79,7.26,1.06921944,1D,[1.0-1.1),[0.6-0.7),[1250-1500),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.0-1.1)
HULCOI,All Years,0.573,0.834877,3431.69,1.331,6.84,19.2,2.807017544,2D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[2.5-3.0)
VOWYIR,All Years,0.668,0.668872,3176.26,0.938,6.87,8.02,1.167394469,1D,[0.6-0.8),[0.6-0.7),[3000-10250],[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.1-1.2)
HUGYOZ,All Years,0.676,0.747808,2994.29,1.012,6.9,7.89,1.143478261,2D,[0.6-0.8),[0.7-0.8),[2000-3000),[1.0-1.5),[6.0-8.0),[7.0-8.0),[1.1-1.2)
LUPZIH,All Years,0.429,0.834187,5450.51,1.755,6.91,10.36,1.499276411,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.5-2.0),[6.0-8.0),[8.0-72.0],[1.4-1.5)
LUBNAZ,All Years,1.169,0.478776,716.34,0.371,6.96,8.12,1.166666667,1D,[1.1-1.2),[0.4-0.5),[600-800),[0.3-0.4),[6.0-8.0),[8.0-10.0),[1.1-1.2)
MINVUA02,All Years,1.021,0.609844,1257.08,0.499,6.97,7.38,1.058823529,1D,[1.0-1.1),[0.6-0.7),[1250-1500),[0.4-0.5),[6.0-8.0),[7.0-8.0),[1.0-1.1)
LURMAO,All Years,1.001,0.647118,1377.67,0.536,6.98,7.6,1.088825215,1D,[1.0-1.1),[0.6-0.7),[1250-1500),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.0-1.1)
NUNZON,All Years,0.862,0.574757,1688.57,0.596,7.01,7.49,1.068473609,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.0-1.1)
PULMAM,All Years,0.984,0.549168,1114.62,0.468,7.02,7.86,1.11965812,1D,[0.8-1.0),[0.5-0.6),[1000-1250),[0.4-0.5),[6.0-8.0),[7.0-8.0),[1.1-1.2)
NUNZIH,All Years,0.815,0.584451,1879.99,0.639,7.03,7.59,1.079658606,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.0-1.1)
QUQWUW,All Years,0.965,0.681784,1483.48,0.597,7.05,9.03,1.280851064,1D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.5-0.6),[6.0-8.0),[8.0-10.0),[1.2-1.3)
VUKRUQ,All Years,0.854,0.640093,1579.31,0.63,7.07,8.04,1.137199434,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.1-1.2)
JUGGOJ,All Years,1.701,0.390514,627.76,0.234,7.07,9.23,1.305516266,1D,[1.6-1.8),[0.3-0.4),[600-800),[0.2-0.3),[6.0-8.0),[8.0-10.0),[1.3-1.4)
LUPZED,All Years,0.423,0.834275,5531.56,1.78,7.1,10.05,1.415492958,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.5-2.0),[6.0-8.0),[8.0-72.0],[1.4-1.5)
KUVMEV,All Years,0.569,0.779074,3434.05,1.22,7.21,9.61,1.332871012,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.3-1.4)
HULMAE,All Years,0.839,0.61023,1930.39,0.686,7.22,9.07,1.256232687,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
HOWHUY,All Years,0.627,0.748922,3491.68,1.186,7.29,9.79,1.342935528,1D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.3-1.4)
HULTIT,All Years,0.957,0.609581,1616.61,0.564,7.31,8.11,1.109439124,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.5-0.6),[6.0-8.0),[8.0-10.0),[1.1-1.2)
PURXOR,All Years,0.834,0.674593,1982.48,0.738,7.31,7.96,1.088919289,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.0-1.1)
PUJJEL,All Years,1.168,0.48978,922.07,0.357,7.31,7.88,1.077975376,1D,[1.1-1.2),[0.4-0.5),[800-1000),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.0-1.1)
MUDTEM,All Years,0.962,0.586917,1681.98,0.563,7.33,8.21,1.12005457,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[8.0-10.0),[1.1-1.2)
VUVHAX,All Years,0.356,0.891339,8217.51,2.395,7.34,8.7,1.185286104,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[2.0-7.0],[6.0-8.0),[8.0-10.0),[1.1-1.2)
IJAGIL,All Years,0.88,0.397661,1049.66,0.396,7.42,8.23,1.10916442,1D,[0.8-1.0),[0.3-0.4),[1000-1250),[0.3-0.4),[6.0-8.0),[8.0-10.0),[1.1-1.2)
MUPYON,All Years,0.848,0.658227,1893.59,0.713,7.57,11.06,1.461030383,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-72.0],[1.4-1.5)
RUFZID,All Years,0.85,0.617377,1619.86,0.675,7.59,8.85,1.166007905,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.1-1.2)
CUFYOT,All Years,0.677,0.792154,2930.03,1.073,7.59,10.74,1.415019763,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.4-1.5)
ZURYUI,All Years,0.805,0.622797,2013.85,0.724,7.81,8.58,1.098591549,1D,[0.8-1.0),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.0-1.1)
QUPZAE01,All Years,0.773,0.663674,1907.62,0.733,7.93,8.4,1.0592686,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.0-1.1)
CUBBEI,All Years,0.659,0.736291,2717.58,0.999,7.98,11.03,1.382205514,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-72.0],[1.3-1.4)
XUJDIR,All Years,0.817,0.677476,1990.71,0.767,8.01,11.07,1.382022472,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.3-1.4)
QUQBAH,All Years,0.719,0.691108,2025.2,0.825,8.05,9.55,1.186335404,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-10.0),[1.1-1.2)
WUHMAP,All Years,1.757,0.357354,515.95,0.2,8.11,8.63,1.064118372,1D,[1.6-1.8),[0.3-0.4),[500-600),[0.2-0.3),[10.0-72.0],[8.0-10.0),[1.0-1.1)
DUFKAS,All Years,0.639,0.705292,2291.29,1.056,8.21,14.98,1.824604141,2D,[0.6-0.8),[0.7-0.8),[2000-3000),[1.0-1.5),[10.0-72.0],[8.0-72.0],[1.8-2.0)
ZUDZAB,All Years,0.734,0.599188,1909.96,0.777,8.26,9.34,1.130750605,1D,[0.6-0.8),[0.5-0.6),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-10.0),[1.1-1.2)
JUQCEF,All Years,1.792,0.60045,809,0.341,8.26,11.97,1.449152542,1D,[1.6-1.8),[0.6-0.7),[800-1000),[0.3-0.4),[10.0-72.0],[8.0-72.0],[1.4-1.5)
SADJOZ,All Years,0.32,0.832415,8151,2.637,8.43,9.59,1.137603796,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[2.0-7.0],[10.0-72.0],[8.0-10.0),[1.1-1.2)
CUFYUZ,All Years,1.23,0.584015,1108.58,0.415,8.54,10.61,1.242388759,1D,[1.2-1.3),[0.5-0.6),[1000-1250),[0.4-0.5),[10.0-72.0],[8.0-72.0],[1.2-1.3)
TUNMUM,All Years,0.832,0.606965,1642.43,0.668,8.59,9.76,1.136204889,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-10.0),[1.1-1.2)
HUVYII,All Years,0.913,0.554324,1376.4,0.553,8.67,9.26,1.06805075,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[10.0-72.0],[8.0-10.0),[1.0-1.1)
HUVYOO,All Years,0.904,0.554995,1390.29,0.562,8.7,9.34,1.073563218,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[10.0-72.0],[8.0-10.0),[1.0-1.1)
VUKROK,All Years,0.696,0.721307,2274.77,0.912,8.79,9.9,1.126279863,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-10.0),[1.1-1.2)
BADXUC,All Years,0.885,0.66174,1819.76,0.653,8.8,10.33,1.173863636,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.1-1.2)
NURZOR,All Years,1.204,0.439729,746.72,0.322,8.92,9.84,1.103139013,1D,[1.2-1.3),[0.4-0.5),[600-800),[0.3-0.4),[10.0-72.0],[8.0-10.0),[1.1-1.2)
QOZROO,All Years,0.921,0.553279,1522.35,0.582,9.02,10.7,1.186252772,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[10.0-72.0],[8.0-72.0],[1.1-1.2)
QOZSEF,All Years,0.926,0.553418,1482.71,0.575,9.03,10.83,1.199335548,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[10.0-72.0],[8.0-72.0],[1.1-1.2)
QOZRUU,All Years,0.94,0.554105,1482.21,0.568,9.04,10.72,1.185840708,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[10.0-72.0],[8.0-72.0],[1.1-1.2)
XUKTEE,All Years,0.883,0.629767,1931.42,0.65,9.12,10.12,1.109649123,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.1-1.2)
CUZLIU,All Years,0.763,0.719742,2290.69,0.963,9.14,10.09,1.103938731,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
QOZSAB,All Years,0.921,0.544827,1503.79,0.577,9.32,10.24,1.098712446,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[10.0-72.0],[8.0-72.0],[1.0-1.1)
VUKSAX,All Years,0.664,0.720337,2334.18,0.966,9.32,10.54,1.130901288,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
CACKEZ,All Years,0.655,0.688647,2428.02,0.954,9.35,10.92,1.167914439,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
QUPZIM01,All Years,0.704,0.658534,1981.24,0.821,9.47,9.7,1.024287223,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[10.0-72.0],[8.0-10.0),[1.0-1.1)
WUBNIS,All Years,0.802,0.519886,1417.46,0.623,9.78,10.8,1.104294479,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.1-1.2)
KUMHOR,All Years,0.639,0.672602,2440.7,1.01,9.82,10.84,1.103869654,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[1.0-1.5),[10.0-72.0],[8.0-72.0],[1.1-1.2)
MOVREW,All Years,0.734,0.679191,1891.42,0.884,9.91,11.33,1.143289606,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
MOVQIZ,All Years,0.733,0.6811,1947.52,0.88,9.94,11.42,1.14889336,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
JOYKUF,All Years,1.113,0.374325,720.73,0.298,10.03,10.28,1.024925224,1D,[1.1-1.2),[0.3-0.4),[600-800),[0.2-0.3),[10.0-72.0],[8.0-72.0],[1.0-1.1)
QUPZIM02,All Years,0.677,0.721345,2215.17,0.925,10.08,10.24,1.015873016,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.0-1.1)
CUZLOA,All Years,0.796,0.739593,2166.29,0.934,10.09,10.38,1.028741328,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.0-1.1)
CUMHUP,All Years,0.697,0.643442,1740.03,0.842,10.28,11.14,1.083657588,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.0-1.1)
KUPTIA,All Years,0.834,0.710969,1606.82,0.764,10.45,14.9,1.425837321,1D,[0.8-1.0),[0.7-0.8),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.4-1.5)
KUVMIZ,All Years,0.375,0.814694,4575.4,2.046,10.5,14.74,1.403809524,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[2.0-7.0],[10.0-72.0],[8.0-72.0],[1.4-1.5)
COKNOH01,All Years,1.126,0.690549,1260.05,0.538,10.78,11.63,1.078849722,1D,[1.1-1.2),[0.6-0.7),[1250-1500),[0.5-0.6),[10.0-72.0],[8.0-72.0],[1.0-1.1)
QUSHUJ,All Years,0.474,0.756953,3624.61,1.519,11.35,13.46,1.185903084,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.5-2.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
LUBREH,All Years,0.8,0.637305,1569.19,0.733,11.59,12.53,1.0811044,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.0-1.1)
COWQOW,All Years,0.49,0.721855,2601.89,1.423,12,14.6,1.216666667,1D,[0.0-0.6),[0.7-0.8),[2000-3000),[1.0-1.5),[10.0-72.0],[8.0-72.0],[1.2-1.3)
SUPZIO,All Years,0.6,0.745313,2114.04,1.18,12.01,12.53,1.043297252,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[1.0-1.5),[10.0-72.0],[8.0-72.0],[1.0-1.1)
RUYVIS,All Years,0.695,0.686727,1858.84,0.894,12.73,14.62,1.148468185,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
RUKGEL,All Years,0.151,0.933204,7410.91,6.005,17.67,20.79,1.176570458,1D,[0.0-0.6),[0.9-1.0],[3000-10250],[2.0-7.0],[10.0-72.0],[8.0-72.0],[1.1-1.2)
KUMGUW,All Years,0.903,0.655695,1112.17,0.651,18.35,18.93,1.031607629,1D,[0.8-1.0),[0.6-0.7),[1000-1250),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.0-1.1)
UQAXAN,All Years,2.362,0.114538,0.19,0.041,0.72,4.06,5.638888889,NON-POROUS,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[5.0-12.0]
WADDIR,All Years,2.43,0.116345,0.33,0.041,0.72,4.06,5.638888889,NON-POROUS,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[5.0-12.0]
EQAMOA,All Years,1.887,0.113322,1.7,0.054,0.73,4.15,5.684931507,NON-POROUS,[1.8-2.0),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[5.0-12.0]
EYAZEL,All Years,1.7,0.113203,14.59,0.049,0.76,4.3,5.657894737,NON-POROUS,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.3-4.4),[5.0-12.0]
NAJQUN,All Years,1.5,0.130891,11.04,0.059,0.76,4.31,5.671052632,NON-POROUS,[1.5-1.6),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.3-4.4),[5.0-12.0]
WADDEN,All Years,2.372,0.124586,22.11,0.044,0.76,4.29,5.644736842,NON-POROUS,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.2-4.3),[5.0-12.0]
EPEVAY,All Years,1.976,0.119019,8.28,0.043,0.77,4.36,5.662337662,NON-POROUS,[1.8-2.0),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.3-4.4),[5.0-12.0]
OXUWIP,All Years,1.359,0.183068,9.42,0.073,0.78,4.42,5.666666667,NON-POROUS,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.4-4.5),[5.0-12.0]
FADCOF,All Years,4.252,0.18159,65.52,0.044,0.81,6.49,8.012345679,NON-POROUS,[2.0-7.0],[0.1-0.2),[50-100),[0.0-0.1),[0.7-1.4),[6.0-6.5),[5.0-12.0]
IYASOS,All Years,1.686,0.275218,105.86,0.116,0.84,4.76,5.666666667,NON-POROUS,[1.6-1.8),[0.2-0.3),[100-150),[0.1-0.2),[0.7-1.4),[4.6-4.8),[5.0-12.0]
LACPEN,All Years,3.525,0.098877,20.74,0.031,0.85,4.81,5.658823529,NON-POROUS,[2.0-7.0],[0.0-0.1),[0-50),[0.0-0.1),[0.7-1.4),[4.8-5.0),[5.0-12.0]
SUKREX01,All Years,2.29,0.13252,30.78,0.044,0.86,4.86,5.651162791,NON-POROUS,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.8-5.0),[5.0-12.0]
FADCOF02,All Years,4.346,0.267899,103.15,0.061,0.92,7.39,8.032608696,NON-POROUS,[2.0-7.0],[0.2-0.3),[100-150),[0.0-0.1),[0.7-1.4),[7.0-8.0),[5.0-12.0]
FADCOF03,All Years,4.32,0.266873,104.69,0.061,0.93,7.41,7.967741935,NON-POROUS,[2.0-7.0],[0.2-0.3),[100-150),[0.0-0.1),[0.7-1.4),[7.0-8.0),[5.0-12.0]
FADCIZ01,All Years,4.149,0.271522,112.15,0.065,0.95,7.53,7.926315789,NON-POROUS,[2.0-7.0],[0.2-0.3),[100-150),[0.0-0.1),[0.7-1.4),[7.0-8.0),[5.0-12.0]
UZICEN,All Years,1.479,0.111528,0.3,0.054,1.01,4.03,3.99009901,3D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[3.0-4.0)
MABFON,All Years,1.834,0.147263,0.54,0.063,1.02,4.08,4,1D,[1.8-2.0),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[4.0-5.0)
EPUMEJ,All Years,1.329,0.153331,4.83,0.085,1.03,4.1,3.980582524,1D,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[3.0-4.0)
EPEXOO,All Years,1.683,0.129504,0.93,0.048,1.04,4.16,4,3D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[4.0-5.0)
IYESIQ,All Years,1.243,0.193818,5.98,0.075,1.04,4.17,4.009615385,3D,[1.2-1.3),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[4.0-5.0)
ULABEQ,All Years,1.786,0.168013,0.31,0.062,1.04,4.17,4.009615385,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[3.9-4.2),[4.0-5.0)
OLAWEF,All Years,1.369,0.139307,11.45,0.071,1.05,4.2,4,3D,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.2-4.3),[4.0-5.0)
ELAMIP,All Years,1.49,0.103324,5.93,0.043,1.06,4.24,4,2D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.2-4.3),[4.0-5.0)
EMUDAT,All Years,1.968,0.134878,5.45,0.043,1.06,4.22,3.981132075,3D,[1.8-2.0),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.2-4.3),[3.0-4.0)
GAGXAQ,All Years,1.362,0.215053,14.01,0.108,1.06,4.23,3.990566038,3D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[0.7-1.4),[4.2-4.3),[3.0-4.0)
KADBEZ,All Years,1.496,0.127658,4.99,0.059,1.06,4.25,4.009433962,3D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.2-4.3),[4.0-5.0)
