Refcode,Density (g/cm3),HVF,Surface area (m2/g),Free volume (cm3/g),PLD (A),LCD (A),LCD/PLD,Porosity,Density [binned] (g/cm3),HVF [binned],Surface area [binned] (m2/g),Free volume [binned] (cm3/g),PLD [binned] (A),LCD [binned] (A),LCD/PLD [binned]
COFTEY,1.413,0.353,225.39,0.196,3.76,5.49,1.460,1D,1.4,0.3,200,0.1,3.6,5.3,1.4
COFTID,1.154,0.249,341.64,0.176,7.19,7.76,1.079,1D,1.1,0.2,300,0.1,6,7,1
COGCOS,0.933,0.480,934.34,0.418,6.15,7.88,1.281,1D,0.8,0.4,800,0.4,6,7,1.2
COHDAH,1.277,0.204,211.02,0.123,3.85,5.28,1.371,1D,1.2,0.2,200,0.1,3.8,5,1.3
COHDOU,1.252,0.414,301.49,0.268,3.88,4.79,1.235,1D,1.2,0.4,300,0.2,3.8,4.6,1.2
COHDOV,1.319,0.219,248.32,0.122,4,5.94,1.485,1D,1.3,0.2,200,0.1,4,5.6,1.4
COHDUA,1.109,0.419,351.51,0.308,3.89,4.8,1.234,1D,1.1,0.4,300,0.3,3.8,4.8,1.2
COHFEN,4.061,0.101,10.02,0.025,1.88,4.76,2.532,1D,2,0.1,0,0,1.8,4.6,2.5
COHGUC,1.041,0.452,721.16,0.348,4.05,6.23,1.538,2D,1,0.4,600,0.3,4,6,1.5
COHHUD,1.404,0.250,0.29,0.188,2.04,4.07,1.995,1D,1.4,0.2,0,0.1,1.8,4,1.8
COHTID,1.271,0.248,222.67,0.154,3.54,5.66,1.599,1D,1.2,0.2,200,0.1,3.3,5.6,1.5
COHTOJ,1.37,0.128,34.98,0.063,1.45,4.73,3.262,1D,1.3,0.1,0,0,1.4,4.6,3
COHTUP,1.402,0.124,27.91,0.062,1.19,4.76,4.000,2D,1.4,0.1,0,0,1,4.6,4
COHVOM01,1.681,0.217,20.69,0.108,3.31,4.29,1.296,1D,1.6,0.2,0,0.1,3.3,4.2,1.2
COHVOM,1.682,0.218,20.54,0.107,3.31,4.3,1.299,1D,1.6,0.2,0,0.1,3.3,4.3,1.2
COJLIX,1.282,0.425,237.27,0.238,4.07,5.15,1.265,1D,1.2,0.4,200,0.2,4,5,1.2
COKDOW,0.862,0.519,173.55,0.472,3.08,4.5,1.461,1D,0.8,0.5,150,0.4,3,4.5,1.4
COKDUB01,1.602,0.285,42.65,0.216,3.01,4.56,1.515,1D,1.6,0.2,0,0.2,3,4.5,1.5
COKDUB,0.801,0.691,2609.07,0.92,7.6,8.35,1.099,1D,0.8,0.6,2000,0.8,6,8,1
COKFAK,1.08,0.292,90.16,0.173,3.07,4.64,1.511,1D,1,0.2,50,0.1,3,4.6,1.5
COKFEO,1.016,0.349,171.69,0.256,2.27,4.86,2.141,2D,1,0.3,150,0.2,2.2,4.8,2
COKGEQ,1.419,0.124,5.56,0.042,1.3,4.23,3.254,1D,1.4,0.1,0,0,1,4.2,3
COKGUF,1.052,0.343,146.34,0.222,2.92,4.58,1.568,1D,1,0.3,100,0.2,2.6,4.5,1.5
COKJIX,1.916,0.242,12.56,0.097,2.76,4.51,1.634,1D,1.8,0.2,0,0,2.6,4.5,1.6
COKJOD,1.875,0.240,15.64,0.099,2.78,4.54,1.633,1D,1.8,0.2,0,0,2.6,4.5,1.6
COKJUH01,1.336,0.146,36.64,0.094,1.14,4.58,4.018,1D,1.3,0.1,0,0,1,4.5,4
COKMIA,1.503,0.369,514.89,0.24,6.17,7.19,1.165,1D,1.5,0.3,500,0.2,6,7,1.1
COKMUM,1.385,0.354,558.89,0.254,6.48,7.33,1.131,1D,1.3,0.3,500,0.2,6,7,1.1
COKNAT,1.56,0.366,480.74,0.231,6.02,7.26,1.206,1D,1.5,0.3,400,0.2,6,7,1.2
COKNIB01,1.32,0.661,999.15,0.43,10.45,11.22,1.074,1D,1.3,0.6,800,0.4,10,10,1
COKNIB02,1.321,0.665,1001.39,0.431,10.49,11.21,1.069,1D,1.3,0.6,1000,0.4,10,10,1
COKNIB,1.323,0.665,1016.51,0.431,10.46,11.21,1.072,1D,1.3,0.6,1000,0.4,10,10,1
COKNOH01,1.126,0.691,1260.05,0.538,10.78,11.63,1.079,1D,1.1,0.6,1250,0.5,10,10,1
COKNOH,1.13,0.700,1255.32,0.542,10.84,11.67,1.077,1D,1.1,0.7,1250,0.5,10,10,1
COKNUN01,1.075,0.696,1291.5,0.572,10.97,11.78,1.074,1D,1,0.6,1250,0.5,10,10,1
COKNUN02,1.076,0.702,1303.23,0.576,11.02,11.83,1.074,1D,1,0.7,1250,0.5,10,10,1
COKNUN,1.073,0.696,1331.99,0.573,10.89,11.69,1.073,1D,1,0.6,1250,0.5,10,10,1
COKPEZ,1.241,0.383,656.35,0.298,5.69,7.48,1.315,1D,1.2,0.3,600,0.2,5,7,1.3
COKPID,1.792,0.158,182.83,0.088,5.02,6.05,1.205,1D,1.6,0.1,150,0,5,6,1.2
COKPOJ,1.836,0.123,120.09,0.069,4.74,5.26,1.110,1D,1.8,0.1,100,0,4.5,5,1.1
COKPUP,1.9,0.116,96.17,0.064,4.44,5.02,1.131,1D,1.8,0.1,50,0,4,5,1.1
COKQIE,1.777,0.124,115.85,0.072,4.34,5.79,1.334,1D,1.6,0.1,100,0,4,5.6,1.3
COLBOV01,0.943,0.489,988.44,0.528,4.28,5.41,1.264,1D,0.8,0.4,800,0.5,4,5.3,1.2
COLBOV,0.942,0.476,938.52,0.516,4.29,5.43,1.266,1D,0.8,0.4,800,0.5,4,5.3,1.2
COLBUB,0.959,0.527,638.04,0.496,4.1,5.06,1.234,1D,0.8,0.5,600,0.4,4,5,1.2
COLMUM,0.854,0.416,1922.17,0.476,5.37,5.84,1.088,1D,0.8,0.4,1500,0.4,5,5.6,1
COLVEE,1.352,0.235,214.21,0.138,4.5,4.72,1.049,1D,1.3,0.2,200,0.1,4.5,4.6,1
COMPOK01,1.448,0.168,0.19,0.093,1.44,4.07,2.826,3D,1.4,0.1,0,0,1.4,4,2.5
COMSAZ,0.722,0.648,2339.91,0.884,8.2,10.24,1.249,1D,0.6,0.6,2000,0.8,8,10,1.2
COMXUZ,0.762,0.597,2307.1,0.733,4.71,6.11,1.297,1D,0.6,0.5,2000,0.6,4.5,6,1.2
COMZAH,1.185,0.276,60.17,0.134,2.51,4.73,1.884,1D,1.1,0.2,50,0.1,2.2,4.6,1.8
CONBEO,1.588,0.277,164.95,0.155,3.73,5.27,1.413,1D,1.5,0.2,150,0.1,3.6,5,1.4
CONBOY,1.629,0.280,163,0.152,3.63,5.14,1.416,1D,1.6,0.2,150,0.1,3.6,5,1.4
CONKIB,0.554,0.788,2710.96,1.328,15.5,17.96,1.159,1D,0,0.7,2000,1,10,10,1.1
CONVOR,0.934,0.529,1968.81,0.567,6.03,7.63,1.265,1D,0.8,0.5,1500,0.5,6,7,1.2
CONVUX,0.96,0.534,1984.7,0.56,6.17,7.61,1.233,1D,0.8,0.5,1500,0.5,6,7,1.2
COPBOZ,0.667,0.759,3526.61,1.179,6.75,8.82,1.307,1D,0.6,0.7,3000,1,6,8,1.3
COPXOV,1.256,0.171,69.92,0.098,3.23,5.07,1.570,1D,1.2,0.1,50,0,3,5,1.5
COPZUE,1.477,0.177,7.64,0.079,1.51,4.28,2.834,1D,1.4,0.1,0,0,1.4,4.2,2.5
COQHIZ,1.487,0.181,79.83,0.097,2.35,4.71,2.004,1D,1.4,0.1,50,0,2.2,4.6,2
COQLAX,1.256,0.230,160.82,0.137,3.02,6.24,2.066,1D,1.2,0.2,150,0.1,3,6,2
COQQUU,1.679,0.317,90.74,0.147,3.15,4.45,1.413,1D,1.6,0.3,50,0.1,3,4.4,1.4
CORMIF10,0.88,0.588,1687.07,0.601,5.77,7.39,1.281,1D,0.8,0.5,1500,0.6,5,7,1.2
CORMIF,0.88,0.587,1680.25,0.604,5.78,7.4,1.280,1D,0.8,0.5,1500,0.6,5,7,1.2
COSBES,1.295,0.409,232.37,0.285,2.92,4.98,1.705,3D,1.2,0.4,200,0.2,2.6,4.8,1.6
COSFOG,3.926,0.125,13.31,0.033,3.06,5,1.634,1D,2,0.1,0,0,3,5,1.6
COSMII,1.253,0.390,682.38,0.254,7.01,8.41,1.200,1D,1.2,0.3,600,0.2,6,8,1.1
COSQAC,0.313,0.842,4848.43,2.658,12.7,14.22,1.120,1D,0,0.8,3000,2,10,10,1.1
COVFIE,1.096,0.352,452.74,0.229,1.77,7.1,4.011,1D,1,0.3,400,0.2,1.4,7,4
COVFUQ,1.321,0.265,26.52,0.117,2.27,4.54,2.000,1D,1.3,0.2,0,0.1,2.2,4.5,2
COVHOL,1.432,0.243,79.06,0.138,2.93,5,1.706,1D,1.4,0.2,50,0.1,2.6,5,1.6
COVPAG,1.387,0.243,132.3,0.152,2.71,5.12,1.889,1D,1.3,0.2,100,0.1,2.6,5,1.8
COVREM,2.157,0.294,247.51,0.143,4.08,6.17,1.512,1D,2,0.2,200,0.1,4,6,1.5
COVWAM,3.345,0.269,27.61,0.095,3.19,4.82,1.511,1D,2,0.2,0,0,3,4.8,1.5
COWBEX,1.753,0.197,145.25,0.086,4.48,5.41,1.208,1D,1.6,0.1,100,0,4,5.3,1.2
COWKEF,1.058,0.279,358.98,0.211,4.06,4.89,1.204,1D,1,0.2,300,0.2,4,4.8,1.2
COWKOP,1.022,0.336,201.85,0.259,3.5,4.81,1.374,1D,1,0.3,200,0.2,3.3,4.8,1.3
COWLOQ,1.519,0.145,26.85,0.061,2.42,4.83,1.996,1D,1.5,0.1,0,0,2.2,4.8,1.8
COWMAD,1.512,0.330,53.02,0.176,2.7,4.41,1.633,3D,1.5,0.3,50,0.1,2.6,4.4,1.6
COWMEH,1.495,0.326,60.25,0.175,2.72,4.45,1.636,2D,1.4,0.3,50,0.1,2.6,4.4,1.6
COWMIL,1.529,0.327,49.79,0.169,2.68,4.38,1.634,2D,1.5,0.3,0,0.1,2.6,4.3,1.6
COWMOR,1.538,0.327,43.54,0.167,2.64,4.31,1.633,3D,1.5,0.3,0,0.1,2.6,4.3,1.6
COWMUX,1.553,0.325,39.29,0.165,2.65,4.33,1.634,3D,1.5,0.3,0,0.1,2.6,4.3,1.6
COWPOU,1.241,0.359,499.74,0.21,4.76,5.18,1.088,1D,1.2,0.3,400,0.2,4.5,5,1
COWQOW,0.49,0.722,2601.89,1.423,12,14.6,1.217,1D,0,0.7,2000,1,10,10,1.2
COWQUC,1.476,0.136,0.35,0.07,1.25,4.09,3.272,3D,1.4,0.1,0,0,1,4,3
COWRAJ,1.504,0.135,1.25,0.063,1.27,4.14,3.260,3D,1.5,0.1,0,0,1,4,3
COWREN,1.508,0.131,0.53,0.063,1.26,4.11,3.262,3D,1.5,0.1,0,0,1,4,3
COWRIR,1.461,0.174,0.92,0.087,1.26,4.11,3.262,3D,1.4,0.1,0,0,1,4,3
COWROX,1.52,0.131,0.73,0.06,1.28,4.17,3.258,1D,1.5,0.1,0,0,1,4,3
COWSEN,1.761,0.382,651.72,0.209,5.17,6.04,1.168,1D,1.6,0.3,600,0.2,5,6,1.1
COXNUY,1.345,0.212,65.6,0.127,3.08,4.66,1.513,1D,1.3,0.2,50,0.1,3,4.6,1.5
COYCEZ,1.187,0.491,635.85,0.36,3.79,6.19,1.633,1D,1.1,0.4,600,0.3,3.6,6,1.6
COYCID,0.949,0.625,1574.32,0.592,6.18,9.51,1.539,1D,0.8,0.6,1500,0.5,6,8,1.5
COYHOP,1.002,0.404,2.91,0.376,2.75,4.16,1.513,2D,1,0.4,0,0.3,2.6,4,1.5
COYJAD,1.596,0.208,22.93,0.089,1.35,4.4,3.259,1D,1.5,0.2,0,0,1,4.4,3
COYJIL,1.558,0.172,11.19,0.081,2.96,4.32,1.459,1D,1.5,0.1,0,0,2.6,4.3,1.4
COYMUA,0.98,0.472,1019.7,0.39,4.88,6.17,1.264,1D,0.8,0.4,1000,0.3,4.5,6,1.2
CPYZCO04,0.878,0.566,1765.41,0.605,5.63,6.64,1.179,2D,0.8,0.5,1500,0.6,5,6.5,1.1
CUBBEI,0.659,0.736,2717.58,0.999,7.98,11.03,1.382,1D,0.6,0.7,2000,0.8,6,10,1.3
CUBQIB,2.461,0.230,80.77,0.079,3.53,5.54,1.569,1D,2,0.2,50,0,3.3,5.3,1.5
CUCFEN,2.518,0.131,52.96,0.04,1.69,5.51,3.260,1D,2,0.1,50,0,1.4,5.3,3
CUCTAX,1.353,0.213,0.82,0.101,3.6,4.07,1.131,1D,1.3,0.2,0,0.1,3.6,4,1.1
CUFBEL,0.592,0.822,3067.47,1.312,11.68,13.14,1.125,1D,0,0.8,3000,1,10,10,1.1
CUFDOX,0.918,0.804,2315.91,0.717,5.35,6.12,1.144,3D,0.8,0.8,2000,0.6,5,6,1.1
CUFFIT,0.913,0.805,2307,0.719,5.35,6.11,1.142,3D,0.8,0.8,2000,0.6,5,6,1.1
CUFFOZ,0.917,0.802,2284.62,0.713,5.31,6.07,1.143,3D,0.8,0.8,2000,0.6,5,6,1.1
CUFFUF,0.91,0.789,2418.78,0.729,5.35,6.11,1.142,2D,0.8,0.7,2000,0.6,5,6,1.1
CUFNEX,0.537,0.685,3111.37,1.225,8.06,8.73,1.083,2D,0,0.6,3000,1,8,8,1
CUFODO11,1.066,0.553,1845.82,0.491,5.92,6.57,1.110,1D,1,0.5,1500,0.4,5,6.5,1.1
CUFQOJ,0.589,0.737,3856.85,1.282,7.15,9.53,1.333,3D,0,0.7,3000,1,6,8,1.3
CUFROK,0.595,0.736,3791.31,1.265,7.08,9.5,1.342,3D,0,0.7,3000,1,6,8,1.3
CUFRUQ,0.598,0.730,3775.65,1.241,6.93,9.31,1.343,1D,0,0.7,3000,1,6,8,1.3
CUFSAX01,0.589,0.733,3851.84,1.27,7.04,9.38,1.332,2D,0,0.7,3000,1,6,8,1.3
CUFSAX,0.608,0.727,3700.55,1.215,6.88,9.17,1.333,3D,0.6,0.7,3000,1,6,8,1.3
CUFYOT,0.677,0.792,2930.03,1.073,7.59,10.74,1.415,1D,0.6,0.7,2000,1,6,10,1.4
CUFYUZ,1.23,0.584,1108.58,0.415,8.54,10.61,1.242,1D,1.2,0.5,1000,0.4,8,10,1.2
CUGMPP,1.719,0.067,8.7,0.025,1.61,4.57,2.839,1D,1.6,0.0,0,0,1.4,4.5,2.5
CUGVIK,1.062,0.295,143.4,0.195,2.77,5.21,1.881,1D,1,0.2,100,0.1,2.6,5,1.8
CUGVOQ,1.066,0.288,134.78,0.186,3.15,5.14,1.632,3D,1,0.2,100,0.1,3,5,1.6
CUGVUW,1.321,0.212,244.58,0.136,4.35,6.15,1.414,1D,1.3,0.2,200,0.1,4,6,1.4
CUHBOW,0.705,0.520,1458.1,0.712,10.75,11.51,1.071,1D,0.6,0.5,1250,0.6,10,10,1
CUHZOU01,0.988,0.441,911.57,0.377,4.54,6.98,1.537,2D,0.8,0.4,800,0.3,4.5,6.5,1.5
CUIMDZ01,1.616,0.086,15.02,0.047,4.13,4.5,1.090,1D,1.6,0.0,0,0,4,4.5,1
CUJXOW,2.237,0.252,182.49,0.117,2.28,5.77,2.531,1D,2,0.2,150,0.1,2.2,5.6,2.5
CUJXUC,2.24,0.254,185.85,0.119,2.18,5.81,2.665,1D,2,0.2,150,0.1,1.8,5.6,2.5
CUKWAH,1.116,0.361,158.94,0.261,3.84,4.74,1.234,1D,1.1,0.3,150,0.2,3.8,4.6,1.2
CUKXOW,1.789,0.299,91.6,0.149,3.24,4.59,1.417,2D,1.6,0.2,50,0.1,3,4.5,1.4
CUKXUC,1.743,0.298,93.93,0.152,3.24,4.58,1.414,1D,1.6,0.2,50,0.1,3,4.5,1.4
CUKYAJ,1.791,0.294,90.24,0.147,3.25,4.59,1.412,1D,1.6,0.2,50,0.1,3,4.5,1.4
CUKZAK,1.192,0.454,518.77,0.308,4.15,6.07,1.463,1D,1.1,0.4,500,0.3,4,6,1.4
CUMDIZ,1.44,0.210,27.12,0.124,2.99,4.37,1.462,3D,1.4,0.2,0,0.1,2.6,4.3,1.4
CUMDUK,1.623,0.268,233.84,0.163,3.25,5.97,1.837,1D,1.6,0.2,200,0.1,3,5.6,1.8
CUMFUM,1.337,0.216,47.97,0.131,3.22,4.42,1.373,1D,1.3,0.2,0,0.1,3,4.4,1.3
CUMHUP,0.697,0.643,1740.03,0.842,10.28,11.14,1.084,1D,0.6,0.6,1500,0.8,10,10,1
CUMJEB,2.008,0.238,52.06,0.099,3.96,4.67,1.179,1D,2,0.2,50,0,3.8,4.6,1.1
CUMKIG03,1.121,0.235,9.56,0.133,2.56,4.19,1.637,1D,1.1,0.2,0,0.1,2.2,4,1.6
CUMKIG,1.11,0.234,10.62,0.136,2.44,4.17,1.709,1D,1.1,0.2,0,0.1,2.2,4,1.6
CUMLUT,1.285,0.544,499.33,0.362,3.72,5.43,1.460,1D,1.2,0.5,400,0.3,3.6,5.3,1.4
CUMQOQ,1.319,0.291,5.74,0.146,2.89,4.22,1.460,1D,1.3,0.2,0,0.1,2.6,4.2,1.4
CUMRIM,1.412,0.095,0.09,0.035,2.25,4.03,1.791,1D,1.4,0.0,0,0,2.2,4,1.6
CUMROS,1.524,0.247,0.42,0.127,2.59,4.06,1.568,1D,1.5,0.2,0,0.1,2.2,4,1.5
CUMSAE01,0.977,0.257,49.91,0.189,2.17,4.35,2.005,2D,0.8,0.2,0,0.1,1.8,4.3,2
CUMSAE,0.977,0.257,49.74,0.188,2.17,4.35,2.005,2D,0.8,0.2,0,0.1,1.8,4.3,2
CUNFOH01,1.652,0.516,851.37,0.288,5.43,8.21,1.512,1D,1.6,0.5,800,0.2,5,8,1.5
CUNQOT,1.704,0.311,122.48,0.168,3.44,4.47,1.299,1D,1.6,0.3,100,0.1,3.3,4.4,1.2
CUNQUZ,2.079,0.313,105.62,0.136,3.47,4.5,1.297,1D,2,0.3,100,0.1,3.3,4.5,1.2
CUPPUZ,0.682,0.576,2347.99,0.802,7.28,8.49,1.166,1D,0.6,0.5,2000,0.8,6,8,1.1
CUPWIV,1.416,0.299,281.39,0.164,4.06,5.57,1.372,1D,1.4,0.2,200,0.1,4,5.3,1.3
CUPWOB,1.403,0.294,305.61,0.168,4.57,5.28,1.155,1D,1.4,0.2,300,0.1,4.5,5,1.1
CUPXAO,1.419,0.296,303.75,0.16,4.21,5.61,1.333,1D,1.4,0.2,300,0.1,4,5.6,1.3
CUPXIW,1.417,0.293,292.84,0.162,4.26,5.39,1.265,1D,1.4,0.2,200,0.1,4,5.3,1.2
CUPXOC,1.418,0.288,252.42,0.155,4.17,5.56,1.333,1D,1.4,0.2,200,0.1,4,5.3,1.3
CUPXUI,1.403,0.308,308.16,0.172,4.02,5.68,1.413,1D,1.4,0.3,300,0.1,4,5.6,1.4
CUPYAP,1.421,0.294,261.95,0.159,3.8,5.55,1.461,1D,1.4,0.2,200,0.1,3.8,5.3,1.4
CUQKIK,1.956,0.423,197.25,0.193,3.74,4.73,1.265,1D,1.8,0.4,150,0.1,3.6,4.6,1.2
CUQKOQ,1.876,0.469,140.99,0.231,3.43,4.85,1.414,1D,1.8,0.4,100,0.2,3.3,4.8,1.4
CUQRIR,1.106,0.461,696.68,0.324,4.23,5.35,1.265,1D,1.1,0.4,600,0.3,4,5.3,1.2
CUQRUD,0.986,0.623,1082.4,0.519,4.31,5.74,1.332,1D,0.8,0.6,1000,0.5,4,5.6,1.3
CUQWIV,1.277,0.346,8.59,0.196,2.11,4.21,1.995,2D,1.2,0.3,0,0.1,1.8,4.2,1.8
CUQXES,2.768,0.345,167.71,0.126,3.43,5.6,1.633,2D,2,0.3,150,0.1,3.3,5.6,1.6
CURBOH,1.264,0.577,1045.52,0.406,4.31,9.38,2.176,2D,1.2,0.5,1000,0.4,4,8,2
CURPOW,1.131,0.413,118.48,0.274,2.72,4.87,1.790,2D,1.1,0.4,100,0.2,2.6,4.8,1.6
CURXAQ,1.302,0.303,205.4,0.187,2.75,5.49,1.996,1D,1.3,0.3,200,0.1,2.6,5.3,1.8
CUSDIE,0.903,0.573,1839.12,0.615,5.35,9.13,1.707,3D,0.8,0.5,1500,0.6,5,8,1.6
CUSFUT,1.466,0.284,58.6,0.146,2.94,4.62,1.571,2D,1.4,0.2,50,0.1,2.6,4.6,1.5
CUSPEM,1.143,0.341,153.17,0.233,3.25,5.1,1.569,1D,1.1,0.3,150,0.2,3,5,1.5
CUSZEX,0.835,0.625,144.9,0.677,3.15,4.46,1.416,3D,0.8,0.6,100,0.6,3,4.4,1.4
CUSZIB,0.75,0.693,2076.74,0.837,3.79,5.36,1.414,1D,0.6,0.6,2000,0.8,3.6,5.3,1.4
CUSZOH,1.362,0.258,50.37,0.146,3.08,4.5,1.461,1D,1.3,0.2,50,0.1,3,4.5,1.4
CUTCEB,0.78,0.591,1621.31,0.71,4.21,5.86,1.392,1D,0.6,0.5,1500,0.6,4,5.6,1.3
CUTCIF,1.041,0.420,2.47,0.345,3,4.11,1.370,1D,1,0.4,0,0.3,3,4,1.3
CUTDUS,1.015,0.406,21.63,0.344,2.81,4.25,1.512,1D,1,0.4,0,0.3,2.6,4.2,1.5
CUTFON,0.817,0.512,1537.28,0.532,6.23,8.09,1.299,3D,0.8,0.5,1500,0.5,6,8,1.2
CUTKEI,1.41,0.183,19.71,0.094,1.37,4.48,3.270,2D,1.4,0.1,0,0,1,4.4,3
CUTKOS,1.186,0.373,222.08,0.217,3.59,5.08,1.415,1D,1.1,0.3,200,0.2,3.3,5,1.4
CUTMIO,1.035,0.495,928.02,0.429,3.9,5.2,1.333,2D,1,0.4,800,0.4,3.8,5,1.3
CUTMIP,1.146,0.463,552.8,0.375,3.39,5.54,1.634,2D,1.1,0.4,500,0.3,3.3,5.3,1.6
CUTMUA,0.955,0.495,978.56,0.459,3.94,5.11,1.297,2D,0.8,0.4,800,0.4,3.8,5,1.2
CUTMUB,1.115,0.165,67.9,0.102,1.18,4.72,4.000,3D,1.1,0.1,50,0.1,1,4.6,4
CUTTOC,1.099,0.490,1760.14,0.439,5.03,5.69,1.131,1D,1,0.4,1500,0.4,5,5.6,1.1
CUVHEH,1.98,0.238,251.15,0.106,4.47,8.2,1.834,1D,1.8,0.2,200,0.1,4,8,1.8
CUVHIL01,1.982,0.235,255.63,0.104,4.27,8.54,2.000,1D,1.8,0.2,200,0.1,4,8,2
CUVHIL02,1.976,0.231,246.61,0.104,3.89,8.04,2.067,1D,1.8,0.2,200,0.1,3.8,8,2
CUVHIL,1.98,0.238,240.76,0.107,3.95,8.3,2.101,1D,1.8,0.2,200,0.1,3.8,8,2
CUVXIB,1.467,0.112,9.76,0.046,1.53,4.33,2.830,2D,1.4,0.1,0,0,1.4,4.3,2.5
CUVXUN,1.881,0.178,77.7,0.074,1.62,5.28,3.259,3D,1.8,0.1,50,0,1.4,5,3
CUWNIT,1.211,0.357,303.82,0.235,3.91,5.36,1.371,1D,1.2,0.3,300,0.2,3.8,5.3,1.3
CUWTEV,1.1,0.508,568.33,0.475,3.86,5.14,1.332,1D,1.1,0.5,500,0.4,3.8,5,1.3
CUWVIA,1.24,0.353,138.09,0.206,2.97,4.67,1.572,1D,1.2,0.3,100,0.2,2.6,4.6,1.5
CUWXEY,1.269,0.256,438.81,0.161,5.03,6.28,1.249,1D,1.2,0.2,400,0.1,5,6,1.2
CUWXIC,0.585,0.751,2900.68,1.201,10.88,12.04,1.107,1D,0,0.7,2000,1,10,10,1.1
CUXLEO,1.053,0.574,33.38,0.492,3.21,4.4,1.371,1D,1,0.5,0,0.4,3,4.4,1.3
CUXQUJ,1.348,0.221,56.23,0.11,1.22,4.9,4.016,3D,1.3,0.2,50,0.1,1,4.8,4
CUYDEG,1.666,0.070,5.61,0.031,1.9,4.39,2.311,1D,1.6,0.0,0,0,1.8,4.3,2
CUYQOD01,1.235,0.178,0.05,0.092,1.42,4.03,2.838,1D,1.2,0.1,0,0,1.4,4,2.5
CUYVUO,0.987,0.478,326.35,0.388,3.56,4.89,1.374,1D,0.8,0.4,300,0.3,3.3,4.8,1.3
CUZLIU,0.763,0.720,2290.69,0.963,9.14,10.09,1.104,1D,0.6,0.7,2000,0.8,8,10,1.1
CUZLOA,0.796,0.740,2166.29,0.934,10.09,10.38,1.029,1D,0.6,0.7,2000,0.8,10,10,1
DABGIZ,2.272,0.180,94.16,0.07,2.62,5.25,2.004,2D,2,0.1,50,0,2.6,5,2
DABWUA,0.927,0.594,565.17,0.554,3.38,6.04,1.787,3D,0.8,0.5,500,0.5,3.3,6,1.6
DACDET,1.982,0.428,106.97,0.236,3.51,4.68,1.333,1D,1.8,0.4,100,0.2,3.3,4.6,1.3
DACJEZ01,1.595,0.075,7.03,0.031,1.14,4.55,3.991,3D,1.5,0.0,0,0,1,4.5,3
DACJEZ,1.596,0.075,7.79,0.031,1.13,4.53,4.009,3D,1.5,0.0,0,0,1,4.5,4
DACKID,1.103,0.652,1582.18,0.58,5.47,6.26,1.144,1D,1.1,0.6,1500,0.5,5,6,1.1
DACLUQ,1.562,0.369,225.62,0.216,3.12,5.09,1.631,1D,1.5,0.3,200,0.2,3,5,1.6
DACXOV,1.448,0.309,206.21,0.15,2.79,4.98,1.785,1D,1.4,0.3,200,0.1,2.6,4.8,1.6
DACXUB,1.479,0.312,200.1,0.146,2.77,4.95,1.787,1D,1.4,0.3,200,0.1,2.6,4.8,1.6
DACYAI,1.465,0.317,208.47,0.149,2.94,5.02,1.707,1D,1.4,0.3,200,0.1,2.6,5,1.6
DACZUF,1.394,0.358,18.8,0.216,2.88,4.36,1.514,1D,1.3,0.3,0,0.2,2.6,4.3,1.5
DADGIZ,1.328,0.421,312.42,0.267,3.59,4.79,1.334,2D,1.3,0.4,300,0.2,3.3,4.6,1.3
DADNII,1.839,0.409,47.02,0.228,3.36,4.6,1.369,1D,1.8,0.4,0,0.2,3.3,4.6,1.3
DADNOO,1.897,0.421,43.7,0.225,3.36,4.62,1.375,1D,1.8,0.4,0,0.2,3.3,4.6,1.3
DADNUU,1.862,0.415,47.79,0.228,3.39,4.65,1.372,1D,1.8,0.4,0,0.2,3.3,4.6,1.3
DADPAC,1.834,0.405,43.41,0.227,3.34,4.58,1.371,1D,1.8,0.4,0,0.2,3.3,4.5,1.3
DADPEG,1.918,0.423,40.45,0.224,3.33,4.56,1.369,1D,1.8,0.4,0,0.2,3.3,4.5,1.3
DADQII,1.605,0.183,6.8,0.065,2.79,4.22,1.513,1D,1.6,0.1,0,0,2.6,4.2,1.5
DAFBIW,1.644,0.092,9.68,0.042,1.09,4.35,3.991,3D,1.6,0.0,0,0,1,4.3,3
DAFGOG,1.679,0.181,1.84,0.06,2.75,4.15,1.509,1D,1.6,0.1,0,0,2.6,4,1.5
DAFHEZ,1.251,0.393,162.23,0.265,3.05,4.98,1.633,2D,1.2,0.3,150,0.2,3,4.8,1.6
DAFHOJ,1.274,0.353,226.51,0.235,2.82,4.81,1.706,2D,1.2,0.3,200,0.2,2.6,4.8,1.6
DAFTIQ,1.257,0.381,48.42,0.259,3.06,4.63,1.513,1D,1.2,0.3,0,0.2,3,4.6,1.5
DAGDIZ,1.753,0.281,117.57,0.146,2.17,5,2.304,1D,1.6,0.2,100,0.1,1.8,5,2
DAGFEZ,2.159,0.313,221.8,0.146,3.73,5.12,1.373,1D,2,0.3,200,0.1,3.6,5,1.3
DAHFAV,0.968,0.537,1457.89,0.546,7.9,9.12,1.154,1D,0.8,0.5,1250,0.5,6,8,1.1
DAHNOQ,1.838,0.279,20.7,0.131,3.12,4.28,1.372,2D,1.8,0.2,0,0.1,3,4.2,1.3
DAHNUW,1.829,0.277,166.67,0.156,3.14,5.35,1.704,2D,1.8,0.2,150,0.1,3,5.3,1.6
DAHPAE,1.859,0.486,113.14,0.249,3.37,4.77,1.415,3D,1.8,0.4,100,0.2,3.3,4.6,1.4
