Refcode,Year,Density (g/cm3),Helium void fraction (-),Surface area (m2/g,Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),Ratio LCD/PLD,Porosity
FATJOB,2012,1.315,0.224462,71.65,0.105,2.2,5.07,2.30454545454545,1D
FATKAO,2012,2.077,0.193108,3.3,0.088,2.62,4.11,1.56870229007634,1D
FATKIV,2005,0.862,0.409243,809.56,0.409,9.93,12.73,1.28197381671702,1D
FATKIW,2012,2.017,0.201511,27.75,0.094,2.92,4.41,1.51027397260274,1D
FATLET,2012,0.82,0.492348,966.59,0.537,2.87,6.62,2.30662020905923,1D
FATPUM,2005,0.66,0.701793,2319.68,0.911,6.34,8.57,1.35173501577287,2D
FAVBUB,2012,1.203,0.35392,243.76,0.232,3.57,5.83,1.63305322128852,1D
FAVCAG,1987,0.733,0.65217,2553.2,0.802,6.01,8.19,1.36272878535774,1D
FAVGAN,2017,1.62,0.206485,12.7,0.103,3.08,4.35,1.41233766233766,1D
FAVGER,2017,1.611,0.211776,30.92,0.109,3.17,4.48,1.41324921135647,1D
FAVGIV,2017,1.662,0.230332,92.69,0.107,3.49,4.65,1.3323782234957,1D
FAVGOB,2017,1.67,0.229675,90.25,0.108,3.49,4.65,1.3323782234957,1D
FAVGUH,2017,1.681,0.227921,81.83,0.106,3.37,4.63,1.37388724035608,1D
FAVHAO,2017,1.671,0.232953,113.75,0.109,3.64,4.72,1.2967032967033,1D
FAVHES,2017,1.729,0.223495,67.74,0.099,3.29,4.51,1.37082066869301,1D
FAVHIW,2017,1.721,0.232882,105.53,0.105,3.63,4.72,1.30027548209366,1D
FAXFOA,2005,0.605,0.7467,4014.06,1.242,6.11,6.98,1.14238952536825,2D
FAXHET,2012,1.569,0.182636,11.61,0.077,2.93,4.28,1.46075085324232,1D
FAXHIW,2005,0.445,0.775478,5491.73,1.68,6.65,7.59,1.14135338345865,2D
FAXLIA,2005,0.455,0.784326,5355.17,1.657,6.71,7.6,1.13263785394933,1D
FAXNEY,2005,1.152,0.348947,125.82,0.236,2.19,4.69,2.14155251141553,1D
FAXSOP,2017,1.611,0.257214,87.59,0.162,2.67,4.56,1.70786516853933,1D
FAXSUV,2017,1.141,0.490881,613.44,0.458,3.09,5.67,1.83495145631068,2D
FAZDEQ,2005,0.89,0.447822,531.13,0.393,3.35,6.7,2,2D
FAZPED,2012,1.645,0.288619,354.71,0.142,5.99,7.57,1.26377295492487,1D
FAZRAA,2005,1.259,0.432496,467.97,0.274,4.15,5.53,1.33253012048193,1D
FAZZEN,2012,0.79,0.673068,1987.13,0.811,4.06,5.58,1.3743842364532,3D
FAZZOW,2005,1.297,0.227178,8.19,0.118,2.47,4.21,1.70445344129555,3D
FEBBAQ,2005,1.37,0.325224,119.2,0.194,3.05,4.79,1.57049180327869,1D
FEBGEB,2017,1.6,0.195258,128.01,0.097,2.58,5.52,2.13953488372093,1D
FEBHIF,2012,1.287,0.272107,226.78,0.162,2.09,5.29,2.5311004784689,2D
FEBHOL,2012,1.209,0.330632,246.45,0.216,3.61,5.27,1.45983379501385,1D
FEBHUR,2012,1.122,0.376885,238.68,0.27,3.55,4.74,1.33521126760563,1D
FEBLAA,2005,1.205,0.218105,7.09,0.13,2.5,4.27,1.708,1D
FECJEF,2017,0.914,0.533935,1857.24,0.544,5.73,7.34,1.28097731239092,1D
FECRIR,2017,1.36,0.158033,0.82,0.077,1.26,4.12,3.26984126984127,1D
FECXAO,2012,1.016,0.602862,934.09,0.467,4.27,5.7,1.33489461358314,1D
FEDBEX,2012,1.702,0.375767,441.52,0.199,4.37,5.27,1.20594965675057,1D
FEDKAB,2005,1.245,0.24089,11.36,0.105,2.08,4.15,1.99519230769231,1D
FEDSOW,1999,1.051,0.418639,10.58,0.324,2.99,4.23,1.41471571906355,1D
FEDZIA,2017,1.537,0.114746,15.67,0.043,2.02,4.33,2.14356435643564,1D
FEFGON,2005,1.21,0.202993,68.69,0.123,2.59,4.64,1.79150579150579,1D
FEFNAF,1987,2.212,0.214941,16.68,0.096,2.32,4.37,1.88362068965517,1D
FEFTOA,2005,1.092,0.421232,397.19,0.318,3.24,5.09,1.57098765432099,1D
FEFTUG,2005,1.212,0.283498,46.64,0.142,2.45,4.38,1.78775510204082,2D
FEFVER,1999,1.258,0.233493,151.38,0.165,1.2,4.8,4,3D
FEFVES,2005,1.272,0.174737,0.46,0.086,1.25,4.08,3.264,2D
FEFVOB,1999,1.241,0.209913,13.42,0.128,1.8,4.15,2.30555555555556,1D
FEGFEE,2013,1.321,0.227718,25.55,0.125,2.32,4.15,1.78879310344828,1D
FEGFUU,2013,1.347,0.247337,48,0.137,1.56,4.42,2.83333333333333,2D
FEHCOM,2013,0.954,0.550868,1159.7,0.471,6.38,7.08,1.10971786833856,1D
FEHFIK,2017,1.351,0.332473,4.12,0.168,3.36,4.25,1.26488095238095,1D
FEHFOQ,2017,1.326,0.373981,8.35,0.192,3.32,4.2,1.26506024096386,1D
FEHHEI,2017,0.803,0.547312,1466.89,0.636,3.22,11.83,3.67391304347826,3D
FEHRES,2017,1.119,0.303255,76.83,0.32,3.11,4.55,1.46302250803859,1D
FEJFEF,1987,0.997,0.549615,1334.63,0.528,8.14,9.07,1.11425061425061,1D
FEJGEH,2005,1.075,0.436973,389.76,0.295,3.72,4.97,1.33602150537634,1D
FEJNIS,2005,0.566,0.671263,4224.86,1.276,7.21,8.55,1.18585298196949,1D
FEJXIC01,2016,0.819,0.567856,2071.12,0.632,6.33,7.55,1.19273301737757,1D
FEKGEI,2005,2.782,0.41514,353.08,0.139,4.62,5.45,1.17965367965368,1D
FEKPET,2017,2.162,0.214471,27.66,0.078,2.31,4.35,1.88311688311688,1D
FELJAJ,2013,1.585,0.186539,50.09,0.087,3.78,4.37,1.15608465608466,1D
FELJOX,2013,1.484,0.150172,8.79,0.065,1.5,4.23,2.82,1D
FELMOA,2013,1.325,0.576697,1220.54,0.39,5.97,6.82,1.14237855946399,1D
FELPES,2005,1.143,0.318176,103.56,0.191,2.46,5.27,2.14227642276423,2D
FELRAR,2013,1.217,0.444593,206.11,0.283,3.21,4.55,1.41744548286604,1D
FELREW,2017,1.241,0.393602,684.43,0.271,7.25,9.6,1.32413793103448,1D
FELVEZ,2013,1.714,0.234952,81.18,0.074,2.44,5.85,2.39754098360656,3D
FELVID,2013,1.726,0.233884,81.45,0.074,2.44,5.86,2.4016393442623,3D
FELVOJ,2013,1.64,0.242707,88.79,0.076,2.53,5.85,2.31225296442688,3D
FELVUP,2013,1.718,0.234108,81.05,0.074,2.44,5.86,2.4016393442623,3D
FELWAW,2013,1.777,0.232023,74.45,0.071,2.38,5.74,2.41176470588235,3D
FELWEA,2013,1.677,0.239248,86.1,0.075,2.42,5.84,2.41322314049587,3D
FELWIE,2013,1.745,0.230797,77.18,0.072,2.43,5.84,2.40329218106996,3D
FELWOK,2013,1.754,0.239093,77.27,0.072,2.44,5.84,2.39344262295082,3D
FELWUQ,2013,1.497,0.239813,93.78,0.085,2.44,5.87,2.40573770491803,3D
FELXAV,1999,1.341,0.288135,24.07,0.156,2.26,4.51,1.99557522123894,1D
FELXUQ,2005,0.839,0.530272,1668.39,0.583,7.66,8.8,1.14882506527415,1D
FENHIS,2017,0.897,0.590733,1575.97,0.565,4.55,7.44,1.63516483516484,1D
FENKUF,2005,1.234,0.199075,90.66,0.12,2.98,4.68,1.57046979865772,1D
FENMOD,2017,1.119,0.336565,129.3,0.248,3.42,5,1.46198830409357,2D
FENNAP,2012,1.303,0.226301,29.35,0.111,1.09,4.35,3.99082568807339,3D
FENTOJ,2013,1.389,0.138688,84.97,0.068,1.3,5.18,3.98461538461538,3D
FENVOL,2013,1.14,0.66982,1227.14,0.493,5.23,6.46,1.23518164435946,1D
FENXOM01,2010,1.223,0.283861,1.11,0.161,2.78,4.06,1.46043165467626,2D
FENXOM,2005,0.611,0.685605,1858.21,1.035,11.61,13.24,1.14039621016365,2D
FEPBOU,2017,1.21,0.326538,100.18,0.18,1.94,4.9,2.52577319587629,1D
FEPKUI,2013,1.194,0.306786,359.22,0.201,3.85,5.28,1.37142857142857,1D
FEPLAP,2013,1.203,0.310548,333.65,0.205,3.76,5.31,1.41223404255319,1D
FEPLET,2013,1.203,0.308014,357.74,0.202,3.87,5.31,1.37209302325581,1D
FEPLIX,2013,1.198,0.311919,356.99,0.207,3.93,5.39,1.37150127226463,1D
FEPLOD,2013,1.193,0.314663,385.83,0.213,3.95,5.41,1.36962025316456,1D
FEPPOG,2005,1.491,0.159359,46.4,0.099,1.59,4.5,2.83018867924528,1D
FEPPUM,2005,1.515,0.15981,46.68,0.099,1.59,4.49,2.82389937106918,2D
FEQWOO,2005,1.822,0.397832,52.28,0.177,3.15,4.32,1.37142857142857,1D
FEQWUU,2005,1.945,0.380095,4.35,0.156,2.95,4.18,1.41694915254237,1D
FEQXAB,2005,1.986,0.37912,4.08,0.151,2.94,4.16,1.41496598639456,1D
FEQYOP01,2000,1.229,0.214057,14.5,0.108,2.09,4.18,2,1D
FEQYOP,1999,1.229,0.213011,16.26,0.104,2.08,4.16,2,1D
FERGUG,2013,0.949,0.571682,1360.71,0.525,7.03,9.71,1.38122332859175,2D
FERMIZ,2005,1.167,0.367629,316.76,0.231,3.62,5.29,1.46132596685083,1D
FERNOG,2005,0.411,0.83387,6908.85,1.92,6.22,8.17,1.31350482315113,2D
FERTEC,2005,1.257,0.213489,28.07,0.125,2.76,4.5,1.6304347826087,2D
FERVIJ,2013,1.866,0.409445,97.05,0.196,3.46,4.62,1.33526011560694,2D
FERVOP,2013,1.606,0.351892,2.51,0.195,2.95,4.17,1.4135593220339,3D
FERWAC,2013,1.423,0.430842,200.36,0.27,3.64,4.72,1.2967032967033,3D
FERWOR,2017,1.672,0.427232,54.81,0.223,3.49,4.41,1.26361031518625,3D
FESBEM,2013,1.557,0.318518,204.87,0.151,2.43,5.19,2.1358024691358,2D
FESBIQ,2013,1.051,0.508953,522.59,0.363,3.65,6.37,1.74520547945205,1D
FESCEN,2013,1.059,0.482379,634.79,0.34,6.68,7.14,1.0688622754491,1D
FESCIS,2017,1.371,0.368077,154.91,0.259,2.6,4.44,1.70769230769231,3D
FEVBUG,2018,1.397,0.383077,233.09,0.209,2.25,5.2,2.31111111111111,1D
FEVLUO,2005,1.258,0.399756,409.46,0.241,3.57,6.09,1.70588235294118,1D
FEVMAV,2005,1.222,0.391717,415.81,0.244,3.54,6.03,1.70338983050847,1D
FEVRED,1999,1.483,0.217335,72.44,0.11,0.85,4.79,5.63529411764706,NON-POROUS
FEWBUG,2013,0.589,0.671176,4030.34,1.068,5.44,6.97,1.28125,1D
FEWNEA,1987,1.16,0.243094,0.08,0.175,2.84,4.02,1.41549295774648,1D
FEWWOV,2013,0.923,0.542731,463.08,0.489,3.39,6.4,1.88790560471976,2D
FEXCES,2013,1.109,0.514786,705.4,0.356,4.7,5.67,1.2063829787234,1D
FEXFAR,2013,3.632,0.135705,0.02,0.037,1.43,4.04,2.82517482517483,1D
FEXFUL,2013,1.139,0.317542,212.43,0.206,1.26,5.06,4.01587301587302,2D
FEYDET,2005,1.745,0.372208,228.34,0.156,4.24,5.11,1.20518867924528,1D
FEYPUX,2018,1.415,0.217096,109.85,0.11,2.55,5.11,2.00392156862745,1D
FEYQIK,2005,1.431,0.390723,340.43,0.224,3.64,5.31,1.45879120879121,1D
FEYWAK,2018,0.953,0.567988,1503.91,0.558,7.32,8.28,1.13114754098361,1D
FEYZIV01,2018,0.886,0.412052,193.92,0.362,3.24,4.58,1.41358024691358,2D
FEYZIV02,2018,0.862,0.404428,211.1,0.384,3.44,4.59,1.3343023255814,2D
FEYZIV03,2018,0.866,0.432878,375.92,0.397,3.89,5.05,1.29820051413882,2D
FEYZIV04,2018,0.841,0.426126,334.2,0.414,3.48,4.77,1.37068965517241,2D
FEYZIV05,2018,0.874,0.429319,316,0.385,3.74,4.99,1.33422459893048,2D
FEYZIV06,2018,0.866,0.403097,201.45,0.378,3.42,4.56,1.33333333333333,2D
FEYZIV,2018,0.839,0.436405,378.57,0.415,3.72,4.83,1.29838709677419,2D
FIBDIE,2005,0.983,0.475609,360.71,0.543,3.45,5.21,1.51014492753623,2D
FIBFUS,2005,1.145,0.208453,16.32,0.101,1.92,4.44,2.3125,2D
FIBHIJ,2013,1.291,0.289666,255.4,0.183,3.09,5.04,1.63106796116505,1D
FIBHUW,2018,2.111,0.242901,116.27,0.096,1.75,5.72,3.26857142857143,2D
FIBNAH,2013,0.895,0.36141,146.01,0.344,3.16,4.78,1.5126582278481,1D
FICFUV,2018,0.696,0.744824,2799.77,0.995,7.07,10.08,1.42574257425743,1D
FICQUD,1999,1.941,0.319439,85.31,0.113,2.98,4.5,1.51006711409396,1D
FIDFEG,2018,1.223,0.260233,216.24,0.132,4.2,4.85,1.1547619047619,1D
FIFJEM,2018,0.791,0.603193,2088.28,0.681,8.64,10.13,1.1724537037037,1D
FIFLUD,2013,0.564,0.704187,3346.45,1.103,5.64,8.45,1.49822695035461,1D
FIFMAK,2013,0.566,0.703466,3352.85,1.098,5.94,8.54,1.43771043771044,1D
FIFMOY,2013,1.333,0.254069,86.68,0.127,3.9,4.6,1.17948717948718,1D
FIFMUE,2013,1.305,0.267843,19.77,0.151,3.43,4.24,1.23615160349854,1D
FIFNEO,2005,1.245,0.436208,1149.98,0.338,4.4,5.3,1.20454545454545,1D
FIFNUE01,2006,1.263,0.267206,64.97,0.169,3.52,4.57,1.29829545454545,1D
FIFNUE,2005,1.259,0.279142,69.77,0.184,3.52,4.57,1.29829545454545,1D
FIFPAM01,2006,1.279,0.273351,62.42,0.173,3.55,4.49,1.26478873239437,1D
FIFPAM,2005,1.286,0.262875,50.93,0.164,3.48,4.52,1.29885057471264,1D
FIGHIN,2005,1.558,0.406631,369.91,0.245,4.48,5.67,1.265625,1D
FIGQUJ,2013,1.49,0.192398,50.95,0.099,2.43,4.58,1.88477366255144,1D
FIGRIX,2005,1.454,0.135285,11.73,0.067,1.76,4.46,2.53409090909091,1D
FIGXAW,2013,1.642,0.30665,23.85,0.136,2.78,4.37,1.57194244604317,3D
FIHGAH,2018,1.214,0.38755,12.14,0.355,3.21,4.17,1.29906542056075,1D
FIHGEL,2018,1.602,0.288365,18.56,0.174,3.32,4.31,1.29819277108434,1D
FIHKAK,2013,1.377,0.261583,24.43,0.139,1.53,4.34,2.83660130718954,1D
FIHKEO,2013,1.296,0.301249,54.2,0.174,2.27,4.55,2.00440528634361,1D
FIHLEP,2013,1.451,0.406088,21.24,0.217,3.28,4.26,1.29878048780488,1D
FIHRIZ,2013,1.059,0.561491,983.17,0.435,5.7,6.39,1.12105263157895,1D
FIHZEC,2005,1.289,0.337953,39.59,0.171,2.72,4.44,1.63235294117647,1D
FIJBUX,2013,1.241,0.248473,99.04,0.146,2.14,4.94,2.30841121495327,2D
FIJCAE,2013,1.374,0.247349,47.52,0.131,3.51,4.33,1.23361823361823,1D
FIJCEI,2013,1.35,0.203672,1.35,0.112,1.03,4.12,4,3D
FIJCUX01,2005,1.223,0.551657,976.58,0.384,5.74,7.08,1.23344947735192,1D
FIJCUX,2005,1.263,0.536522,898.25,0.359,5.37,6.71,1.24953445065177,1D
FIJDAE,2005,1.895,0.315712,27.23,0.113,1.74,4.41,2.53448275862069,1D
FIJFUA,2005,1.52,0.212835,16.86,0.094,1.73,4.37,2.52601156069364,1D
FIJNAQ,2018,2.679,0.288392,250.42,0.101,5.31,5.95,1.12052730696799,1D
FIJNEU,2018,2.702,0.285542,243.85,0.097,5.22,6.3,1.20689655172414,1D
FIJNIY,2018,2.802,0.286471,229.67,0.093,5.17,6.3,1.21856866537718,1D
FIJPAQ,2005,2.513,0.183276,13.6,0.067,3.68,4.35,1.1820652173913,1D
FIJRAS,2005,2.223,0.166137,37.11,0.06,1.17,4.66,3.98290598290598,1D
FIJRIA,2005,1.47,0.3859,241.89,0.279,2.72,4.44,1.63235294117647,1D
FIKDAG,2013,1.363,0.250476,33.42,0.115,0.78,4.4,5.64102564102564,NON-POROUS
FIKHUE,2013,1.386,0.150133,32.64,0.066,1.79,4.52,2.52513966480447,2D
FIKQIA,2005,1.304,0.275357,390.08,0.183,5.12,6.73,1.314453125,1D
FILDIQ,2018,1.271,0.311356,280.77,0.193,3.1,5.54,1.78709677419355,1D
FIMKEU,2018,1.333,0.343717,116.46,0.211,3.15,4.76,1.51111111111111,1D
FIMWEE,2005,1.459,0.183592,12.85,0.085,1.32,4.32,3.27272727272727,2D
FIMYUX,2013,1.141,0.562061,1179.22,0.443,5.05,8.52,1.68712871287129,3D
FIMZAE,2013,1.172,0.519135,970.56,0.393,5.04,8.59,1.70436507936508,3D
FINJAO,2005,0.311,0.845483,8210.71,2.668,8.52,10.22,1.19953051643192,1D
FINJIX,2013,1.281,0.277246,80.87,0.163,3.7,4.68,1.26486486486486,1D
FIPHAO,2005,1.401,0.204581,44.44,0.093,1.49,4.87,3.26845637583893,3D
FIPKOG01,2014,1.091,0.505692,493.48,0.395,4.46,6.3,1.41255605381166,1D
FIPKOG,2013,1.085,0.505987,507.77,0.39,4.42,6.35,1.43665158371041,1D
FIPKUM,2013,1.046,0.480391,422.55,0.385,4.38,6.2,1.41552511415525,1D
FIPVEH,2013,1.391,0.13064,44.01,0.063,1.18,4.73,4.00847457627119,2D
FIPWOS,2013,1.289,0.352468,151.07,0.209,3.41,4.98,1.46041055718475,1D
FIPWUY,2013,1.322,0.374074,164.95,0.208,3.36,4.48,1.33333333333333,1D
FIPXEJ,2013,1.356,0.283134,2.66,0.15,2.86,4.18,1.46153846153846,1D
FIQCEN,1999,0.879,0.7499,1896.19,0.775,6.37,12.74,2,3D
FIQNUR,2018,1.403,0.228031,100.41,0.126,3.93,4.45,1.1323155216285,1D
FIQPAZ,2018,1.402,0.23814,105.38,0.134,2.74,4.68,1.70802919708029,1D
FIQPON,2018,1.447,0.351632,202.1,0.203,3.36,4.9,1.45833333333333,1D
FIQYOU,2005,1.75,0.25333,76.99,0.15,2.9,4.55,1.56896551724138,1D
FIQZOX,2018,0.438,0.770406,5443.51,1.646,7.81,9.36,1.19846350832266,1D
FIRBOX02,2015,0.95,0.423242,752.22,0.371,4.41,5.44,1.23356009070295,1D
FIRKIA,1999,1.19,0.204481,25.63,0.128,1.36,4.44,3.26470588235294,1D
FIRNOJ,1999,1.261,0.197196,11.27,0.108,1.31,4.29,3.27480916030534,2D
FIRPOM,2005,2.031,0.244867,40.01,0.089,3.73,4.41,1.18230563002681,1D
FIRQAA,2013,1.028,0.350374,271.44,0.293,3.54,4.86,1.3728813559322,2D
FIRQEE,2013,1.608,0.404228,245.15,0.201,2.79,5.59,2.00358422939068,1D
FIRROP,2013,1.557,0.120109,21.21,0.052,1.13,4.53,4.00884955752212,3D
FIRTIL,2013,1.633,0.256907,129.49,0.132,5.04,6.38,1.26587301587302,1D
FIRYAH,2005,0.837,0.590916,1864.33,0.66,7.25,9.74,1.34344827586207,1D
FISCEQ,2005,1.189,0.296159,115.64,0.194,3.41,4.83,1.41642228739003,1D
FISCUI,2019,2.174,0.49983,326.31,0.216,3.6,7.98,2.21666666666667,3D
FISHUL,2005,1.512,0.326621,147.88,0.19,3.74,4.51,1.20588235294118,1D
FISNUT,2019,1.383,0.289242,142.56,0.16,1.69,4.77,2.82248520710059,1D
FISQEG,2019,1.481,0.231881,0.29,0.104,1.78,4.12,2.31460674157303,1D
FISQIK,2019,0.93,0.561421,1506.41,0.558,4.78,7.1,1.48535564853556,1D
FISZOX,2005,1.604,0.179882,89.22,0.087,3.43,4.71,1.3731778425656,1D
FITCUJ,2019,1.149,0.449679,725.68,0.312,4.97,6.13,1.23340040241449,1D
FITDAQ,2019,1.182,0.448006,647.75,0.296,4.63,5.78,1.24838012958963,1D
FITDEU,2019,1.196,0.438004,571.11,0.289,4.49,5.54,1.23385300668151,1D
FITDOE,2019,1.227,0.436132,488.3,0.274,4,5.19,1.2975,1D
FITDUK,2019,1.186,0.432414,613.82,0.29,4.75,5.79,1.21894736842105,1D
FITFIA01,2019,1.265,0.352676,303.16,0.222,4.28,4.66,1.08878504672897,1D
FITFIA,2019,1.266,0.36055,316.35,0.226,4.29,4.67,1.08857808857809,1D
FIVSAH,2019,1.319,0.391508,435.71,0.219,4.32,5.61,1.29861111111111,1D
FIVYUF,2005,1.415,0.218514,9.96,0.104,2.44,4.37,1.79098360655738,1D
FIWHAU,1999,1.396,0.069236,18.79,0.032,1.16,4.66,4.01724137931035,3D
FIWMAC,2019,1.466,0.061457,15.62,0.025,2.09,4.46,2.13397129186603,1D
FIWTEN,2019,1.52,0.136569,3.77,0.067,1.33,4.33,3.25563909774436,1D
FIWWEO,2005,1.163,0.23913,43.07,0.155,2.6,4.44,1.70769230769231,1D
FIXLAC,2019,1.135,0.502391,688.71,0.406,3.47,5.92,1.70605187319885,1D
FIXQEL,2019,0.45,0.825219,5203.24,1.662,7.5,9.43,1.25733333333333,1D
FIXVAM,2019,1.42,0.337544,21.04,0.236,3.12,4.29,1.375,2D
FIXVUF,2014,1.023,0.557188,1085.62,0.511,11.01,11.96,1.08628519527702,1D
FIYBAR,2005,1.067,0.339787,205.59,0.241,2.83,4.82,1.70318021201413,1D
FIZVER,2014,1.486,0.339911,7.24,0.162,1.3,4.26,3.27692307692308,1D
FIZVIV,2014,1.509,0.338642,3.93,0.157,1.29,4.22,3.27131782945736,1D
FIZVOC,2019,1.366,0.347868,157.56,0.205,2.05,5.17,2.5219512195122,1D
FIZXIX,2014,1.037,0.529032,1317.39,0.446,5.6,6.53,1.16607142857143,1D
FIZXIY,2019,0.809,0.62598,1564,0.619,7.56,8.08,1.06878306878307,1D
FIZXOD,2014,1.09,0.53981,1257.07,0.424,5.52,6.51,1.17934782608696,1D
FIZXOE,2019,0.818,0.626175,1528.6,0.599,7.57,8.13,1.07397622192867,1D
FIZYAR,2019,1.019,0.484553,866.78,0.367,4.84,9.83,2.03099173553719,1D
FOBFUZ,2014,1.515,0.155736,5.44,0.072,1.51,4.26,2.82119205298013,2D
FOBJAJ,2014,1.426,0.35971,11.56,0.179,1.31,4.28,3.26717557251908,1D
FOBJEN,2014,1.446,0.358227,6.89,0.18,1.49,4.23,2.83892617449664,1D
FOBJIR,2014,1.448,0.363092,25.42,0.177,1.37,4.46,3.25547445255474,1D
FOBJOX,2014,1.442,0.343862,20.92,0.168,1.33,4.33,3.25563909774436,1D
FOBJUD,2014,1.456,0.340848,15.05,0.167,1.33,4.34,3.26315789473684,1D
FOBKAK,2014,1.47,0.341007,10.67,0.161,1.32,4.3,3.25757575757576,1D
FOBWAX,2019,1.282,0.17252,33.69,0.093,1.36,4.44,3.26470588235294,1D
FOCJAL,2019,1.41,0.607982,743.33,0.315,6.07,6.6,1.08731466227348,1D
FOCQEW,2019,0.892,0.483996,44.04,0.421,3.04,4.29,1.41118421052632,1D
FOCRAS,2014,1.494,0.606201,1004.26,0.355,6.42,8.34,1.29906542056075,1D
FOCVEZ,2005,1.263,0.253458,101.39,0.167,3.17,4.79,1.51104100946372,1D
FOCVID,2005,1.459,0.104726,11.71,0.061,3.02,4.26,1.41059602649007,1D
FOCVOJ,2005,1.075,0.391894,200.8,0.267,3.78,4.79,1.26719576719577,1D
FOCYUT,2014,1.456,0.290327,24.43,0.141,3.53,4.25,1.20396600566572,1D
FOCZAA,2014,1.396,0.332667,148.44,0.167,4.06,4.5,1.10837438423645,1D
FODCOS,2014,1.281,0.23077,229.09,0.134,4.15,5.25,1.26506024096386,1D
FODCUY,2014,1.324,0.28962,8.08,0.163,3.55,4.28,1.2056338028169,1D
FODGUC,2014,1.338,0.269936,0.29,0.154,2.03,4.06,2,1D
FODJAL,2014,1.18,0.450097,210.24,0.32,3.08,4.66,1.51298701298701,1D
FODLAM02,2006,0.521,0.780621,4752.02,1.418,6.51,7.37,1.1321044546851,1D
FODLAM,2005,0.514,0.786416,4847.75,1.444,6.54,7.55,1.15443425076453,1D
FODROH,2014,1.529,0.186436,68.47,0.084,2.59,4.89,1.88803088803089,1D
FODWAX,2005,0.505,0.716348,3729.44,1.392,7.6,9.06,1.19210526315789,1D
FOFCOU,2014,1.38,0.337212,152.12,0.173,4.08,4.53,1.11029411764706,1D
FOFHEP,2014,1.314,0.244315,37.09,0.117,2.73,4.89,1.79120879120879,1D
FOFPEX,2014,0.875,0.589212,2274.19,0.686,6.05,7.22,1.19338842975207,2D
FOFPUN,2014,0.952,0.488366,1328.52,0.538,6.73,7.61,1.13075780089153,1D
FOFQAU,2014,1.134,0.429215,602.4,0.4,3.89,5.05,1.29820051413882,2D
FOGGIT,2014,1.47,0.203882,79.13,0.116,3.8,4.7,1.23684210526316,1D
FOGGUF,2014,1.504,0.193392,51.88,0.107,3.65,4.51,1.23561643835616,1D
FOGNIA,2014,1.283,0.381722,433.89,0.246,3.37,6.36,1.88724035608309,1D
FOGPEY,2014,0.674,0.65028,2615.42,0.877,7.14,10.18,1.42577030812325,1D
FOGRIE,2014,1.17,0.256825,12.51,0.155,1.31,4.28,3.26717557251908,3D
FOHFEO,2005,1.068,0.677894,907.52,0.525,5.5,6.05,1.1,1D
FOHJAP,2014,0.635,0.675883,3172.44,1.017,6.48,7.73,1.1929012345679,1D
FOHPIC,2005,1.256,0.252078,111.39,0.167,3.5,4.8,1.37142857142857,1D
FOHSEC,2014,0.848,0.564741,1186.76,0.559,5.35,5.87,1.09719626168224,1D
FOJKIA,2014,1.07,0.464663,389.55,0.328,3.76,4.88,1.29787234042553,1D
FOJPEA,2005,1.859,0.252797,55.84,0.116,3.63,4.47,1.23140495867769,1D
FOJYOU,2014,1.498,0.218945,33.61,0.1,1.34,4.38,3.26865671641791,2D
FOKGAP,2014,1.401,0.266699,33.59,0.129,2.46,4.39,1.78455284552846,2D
FOKKIB,2014,0.616,0.779643,3599.77,1.184,6.61,8.87,1.34190620272315,2D
FOKMOJ,2014,1.402,0.338661,246.27,0.186,3.59,5.24,1.45961002785515,1D
FOKVEI,2014,1.321,0.185278,6.34,0.101,2.33,4.17,1.78969957081545,3D
FOKYEL,2014,1.394,0.303698,410.26,0.17,4.1,6.7,1.63414634146341,1D
FONKEA,2014,1.826,0.209876,28.57,0.087,3.6,4.34,1.20555555555556,1D
FONSIL,2009,1.629,0.131976,24.77,0.071,1.12,4.5,4.01785714285714,3D
FONSOR,2009,1.68,0.118434,12.56,0.059,1.08,4.32,4,3D
FONZUF,2014,1.491,0.357732,86.31,0.192,2.97,4.86,1.63636363636364,1D
FOPBET,2014,1.754,0.169593,4.26,0.064,1.3,4.23,3.25384615384615,2D
FOPPEG,2009,0.972,0.560491,1629.68,0.537,7.54,8.1,1.07427055702918,1D
FOPPIK,2009,1.235,0.434021,27.38,0.292,3.07,4.35,1.41693811074919,1D
FOQLAZ,2009,0.818,0.612017,1786.87,0.669,7.49,8.43,1.12550066755674,1D
FORPIM01,2018,1.26,0.416649,683.34,0.331,2.91,9.12,3.1340206185567,2D
FORQAF,2009,1.268,0.40763,620.86,0.305,2.89,8.75,3.02768166089965,2D
FORTIR,2014,0.926,0.539188,1370.41,0.506,4.7,7.11,1.51276595744681,1D
FORWAL,2009,1.14,0.390518,359.66,0.295,3.46,5.65,1.63294797687861,3D
FOSJIH,2009,1.326,0.226952,21.89,0.133,2.4,4.29,1.7875,1D
FOSYAP,2014,1.307,0.221378,17.01,0.095,2.28,4.3,1.8859649122807,2D
FOTLAD,2014,1.152,0.486537,553.4,0.401,3.83,4.97,1.2976501305483,1D
FOTNIN,2014,0.27,0.899442,2901.05,3.284,28.18,33.41,1.18559261887864,2D
FOTPEL,2014,1.865,0.189704,8.23,0.071,3.12,4.56,1.46153846153846,1D
FOTVUG,2009,0.949,0.423537,159.28,0.4,3.39,4.4,1.29793510324484,1D
