Refcode,Volume (A3),Mass (g/mol),Density (g/cm3),HVF,Surface area (m2/g),Free volume (cm3/g),PLD (A),LCD (A),Porosity
XUZLIO,48719.343,52063.104,1.775,0.198402,2.41,0.082,1.5,4.24,2D
XUZMUA,31139.702,32507.475,1.733,0.1237,16.78,0.045,1.6,4.51,1D
XUZNAH,34962.69,28223.15,1.34,0.23961,22.45,0.129,1.85,4.26,1D
XUZTIX,41067.17,25814.628,1.044,0.181389,82.79,0.111,2.1,4.5,1D
XUZVUL,35387.401,40374.533,1.895,0.169675,127.58,0.081,4.43,5.02,1D
XUZWAS,36057.55,40374.533,1.859,0.170185,139.92,0.082,4.46,5.15,1D
XUZYOH,33541.67,19823.84,0.981,0.23069,110.3,0.174,1.21,4.85,3D
YABQEY,98587.001,69689.792,1.174,0.132171,34.05,0.078,1.22,4.88,3D
YABQIC,106952.767,72377.792,1.124,0.198769,90.15,0.131,1.23,4.91,2D
YABXUW,46613.761,29693.056,1.058,0.434381,537.02,0.332,3.77,5.51,1D
YABYEG,36994.798,24293.088,1.09,0.396493,21.37,0.295,3.07,4.34,2D
YACFAL,40533.004,49307.328,2.02,0.228299,23.74,0.103,1.96,4.52,1D
YACNEY,33290.382,65300.368,3.257,0.149326,7.75,0.046,2.92,4.42,1D
YACREB,31984.449,31647.726,1.643,0.306496,111.96,0.173,2.17,4.65,2D
YACYUX,40554.917,26453.592,1.083,0.36148,44.91,0.249,2.9,4.38,2D
YADNEW,40939.387,50446.976,2.046,0.319182,156.16,0.132,3.61,5.1,1D
YADQAV,45867.758,50312.064,1.821,0.145368,9.58,0.055,1.58,4.47,2D
YADREC,65526.501,18999.518,0.481,0.858427,4728.36,1.681,7.96,8.44,2D
YADSOM,66510.664,12118.624,0.303,0.873289,5034.44,2.771,12.37,15.46,2D
YADTAZ,27921.217,22718.178,1.351,0.287614,4.51,0.146,3.26,4.12,1D
YADVIL,35096.251,27897.365,1.32,0.492402,1071.67,0.369,4.81,6.41,1D
YAFBOZ,37816.819,33943.04,1.49,0.318481,456.83,0.193,4.54,6.23,1D
YAFJUN,38873.236,41352.864,1.766,0.252277,138.66,0.145,3.23,5.27,3D
YAGJIZ,33053.622,21464.838,1.078,0.322093,64.36,0.221,2.68,4.57,1D
YAHPED,32922.527,20289.936,1.023,0.57347,926.78,0.443,3.46,6.52,2D
YAJGOG,43037.25,40599.139,1.566,0.1023,32.75,0.054,1.08,4.34,2D
YAJTOU,32496.73,32094.792,1.64,0.227472,18.8,0.104,1.12,4.47,2D
YAKBOE,31953.024,16794.624,0.873,0.729616,1644.37,0.656,4.95,7.77,1D
YAKDEV,69419.551,53570.752,1.281,0.224795,137.24,0.134,2.67,4.77,1D
YAKJUR,51410.648,60377.184,1.95,0.339875,11.6,0.135,3.44,4.35,1D
YAKLON,43918.245,5110.24,0.193,0.895886,10246.45,4.611,10.26,11.91,2D
YAKMIH,35357.227,13998.389,0.657,0.619341,1968.13,0.877,9.81,10.93,1D
YALMAB,38257.487,39975.84,1.735,0.396649,134.13,0.195,3.18,4.64,2D
YAMKOP,37864.279,21920.704,0.961,0.454415,305.51,0.345,3.38,5.11,1D
YAMLIK,31278.004,20873.754,1.108,0.439768,427.98,0.329,2.95,5.27,1D
YAMNIM,28035.577,17300.412,1.025,0.394728,658.71,0.291,5.06,5.51,1D
YAMNOS,22258.722,16837.2,1.256,0.227137,22.4,0.112,1.58,4.47,3D
YAMXOC,68041.237,37518.528,0.916,0.804162,2300.29,0.72,5.35,6.06,3D
YANBAR01,29355.802,32169.528,1.82,0.263884,71.09,0.146,2.95,4.46,1D
YANBAR02,30862.897,32169.528,1.731,0.289374,146.72,0.17,3.19,4.82,1D
YANBAR03,29540.543,32169.528,1.808,0.268502,81.06,0.15,3.1,4.53,1D
YAPKOQ,24401.902,21142.56,1.439,0.357289,8.24,0.208,3.03,4.16,1D
YAPPAG,29172.601,12022.08,0.684,0.730296,3243.23,1.091,7.05,9.46,3D
YAPROY,34115.441,21487.84,1.046,0.434519,734.22,0.317,5.65,6.97,1D
YAQJAD,34346.72,27530.226,1.331,0.258325,3.31,0.165,2.43,4.15,1D
YAQJOS,41632.352,28682.16,1.144,0.222727,33.19,0.126,1.74,4.4,1D
YAQKEI,40939.774,50326.958,2.041,0.160443,0.2,0.061,3.39,4.09,1D
YAQSEQ,46428.822,34932.691,1.249,0.379628,78.64,0.228,2.1,4.5,2D
YAQZAT,50723.355,78912,2.583,0.241619,48.17,0.088,2.58,4.62,1D
YAQZEX,36705.302,66912,3.027,0.31441,274.15,0.112,6.35,7.25,1D
YARBUQ,28522.053,21430.624,1.248,0.210414,21.34,0.103,1.61,4.54,1D
YARCOL,31741.693,22299.048,1.167,0.319555,25.97,0.199,3.11,4.27,1D
YARDAY,87066.335,33242.752,0.634,0.663088,2296.46,0.936,8.89,10.06,2D
YARDEC,53807.538,33654.096,1.039,0.448043,87.44,0.343,3.29,4.39,2D
YARDIG,53534.529,33189.192,1.029,0.447821,81.58,0.348,3.32,4.31,2D
YARGAC01,31663.323,27258.24,1.43,0.401261,250.73,0.245,3.42,5.58,1D
YARGAC,32986.703,27258.24,1.372,0.419827,282.73,0.272,3.38,5.76,1D
YARGEF,37536.989,26649.408,1.179,0.338553,249.96,0.218,3.14,5.13,2D
YARGOQ01,44958.851,45998.28,1.699,0.272274,52.25,0.135,1.14,4.54,3D
YARJUY,38150.697,15427.392,0.671,0.632332,2505.98,0.855,6.5,7.14,1D
YARKAF,29950.104,24537.632,1.36,0.18763,14.43,0.096,2.93,4.43,1D
YARKEJ,54933.24,40358.784,1.22,0.323606,52.67,0.203,3.69,4.79,1D
YARMIQ,41884.619,26307.216,1.043,0.635902,1557.09,0.587,5.7,6.39,1D
YARSAN,35528.705,27677.088,1.294,0.346148,227.76,0.185,2.57,4.84,1D
YARYOF,37937.664,27998.208,1.225,0.427867,117.62,0.403,3.15,4.6,1D
YARZEZ,51610.22,29805.504,0.959,0.494013,973.07,0.563,4.2,5.45,1D
YASKOT,21717.397,13806.096,1.056,0.444564,1469.99,0.412,5.22,5.74,1D
YATBED,48135.296,19601.12,0.676,0.643799,2798.02,0.965,6.32,7.9,1D
YATHOR01,39285.427,34485.386,1.458,0.308358,36.86,0.232,3.42,4.33,1D
YATXUP,52063.445,53808.826,1.716,0.161354,11.7,0.076,1.59,4.51,1D
YATYIC,37281.191,29560.824,1.317,0.234983,101.44,0.118,2.73,4.65,1D
YAVMIS,34974.306,29667.816,1.409,0.260969,16.84,0.123,1.08,4.33,2D
YAVVEX,44305.425,28508.544,1.068,0.29653,35.36,0.185,2.6,4.25,1D
YAVVIB,44369.344,15854.562,0.593,0.716466,3267.57,1.083,6.6,8.4,2D
YAVVOH,27520.15,16048.296,0.968,0.508619,774.06,0.421,3.85,5.83,1D
YAVYAW01,42929.874,40901.888,1.582,0.061922,0.34,0.023,1.45,4.11,3D
YAVYAW02,42840.784,40901.888,1.585,0.059377,0.1,0.022,1.26,4.11,3D
YAVYAW,43294.533,40901.888,1.569,0.065433,0.72,0.023,1.27,4.15,3D
YAWBAA01,33297.026,31622.112,1.577,0.220588,2.85,0.089,1.05,4.19,3D
YAWBAA,33267.321,31622.112,1.578,0.214435,3.88,0.087,1.05,4.19,2D
YAWFOS,48735.12,40736.556,1.388,0.388472,671.78,0.312,4.33,6.43,1D
YAWKOX,21246.492,17659.57,1.38,0.371657,604.01,0.232,5.95,6.94,1D
YAWMIT,44224.665,31678.416,1.189,0.478351,974.2,0.387,3.93,5.4,2D
YAWQET,53657.294,35925.568,1.112,0.392953,835.16,0.316,3.98,7.51,2D
YAWSUL,46441.564,37403.52,1.337,0.253685,39.97,0.157,2.81,4.4,1D
YAWTAS,34285.82,26261.088,1.272,0.305475,453.59,0.198,5.24,6.19,1D
YAXBOP,33430.47,22641.12,1.125,0.509619,857.51,0.388,5.51,5.89,1D
YAXYAA,47852.339,99000.036,3.435,0.101105,3.09,0.028,2.96,4.33,1D
YAYPOF,39847.025,63018.912,2.626,0.220174,50.62,0.079,3.5,4.95,2D
YAYRAT,95788.122,49784.112,0.863,0.748492,2176.91,0.724,5.02,5.99,1D
YAYRIC02,23197.397,18663.132,1.336,0.210431,222.56,0.119,4.07,5.85,1D
YAYROI01,31755.697,23988.176,1.254,0.258827,49.72,0.158,2.95,4.46,1D
YAZCEI,35180.243,27300.288,1.289,0.226207,21.61,0.106,2.36,4.46,1D
YAZPEX,77309.4,49340.288,1.06,0.265347,167.88,0.196,2.87,5.42,2D
YAZVUR,25144.067,21282.368,1.406,0.240723,3.49,0.144,1.94,4.15,2D
YAZWOM,22841.772,19584.72,1.424,0.183234,4.3,0.082,3.67,4.16,1D
YAZYAA,24906.456,16422.032,1.095,0.441792,1135.96,0.375,5.73,7.64,1D
YEBFOB,56065.603,27846.768,0.825,0.590848,1513.33,0.654,10.54,11.47,1D
YEBGIX,35652.309,42672.168,1.987,0.132531,70.51,0.047,1.47,5.89,2D
YEBGOD,34628.006,29472.224,1.413,0.441459,354.69,0.263,3.54,5.55,2D
YEBHET,38546.406,44837.408,1.932,0.286345,161.16,0.123,3.71,4.95,1D
YEBNID,34203.701,18343.44,0.891,0.578379,1139.59,0.609,12.21,13.99,1D
YEBPUR,29257.594,16435.44,0.933,0.604668,1325.72,0.578,6.47,7.47,1D
YECBEP,27547.192,10941.173,0.66,0.718652,3022.78,0.991,6.9,8.13,1D
YECFAN,42060.212,26325.744,1.039,0.495259,400.21,0.403,3.87,4.78,2D
YECNIE,73993.514,53532.96,1.201,0.465098,719.79,0.3,5.09,8.31,1D
YECSUV,33245.467,27398.601,1.369,0.284592,17.83,0.22,3.14,4.18,1D
YECTOQ,40478.272,28891.018,1.185,0.321678,125.23,0.207,2.23,4.77,1D
YECXOW,34992.698,17895.024,0.849,0.55576,978.01,0.618,14.89,15.58,2D
YEFVOX,33942.955,19959.104,0.976,0.632801,1862.26,0.62,4.96,7.13,1D
YEFZER,35282.868,31193.616,1.468,0.29273,163.47,0.156,2.13,6.03,1D
YEGLOO,54939.005,41249.304,1.247,0.082262,0.34,0.035,1.25,4.07,3D
YEGMIJ,39113.293,27186.368,1.154,0.177295,180.78,0.106,3.09,5.27,1D
YEGMUV,61217.228,46051.952,1.249,0.141372,108.97,0.102,1.97,5.58,1D
YEGPUX,36268.657,24954.326,1.143,0.371871,278.29,0.274,2.77,5.22,3D
YEGQUZ,52020.003,41243.392,1.317,0.222078,105.25,0.117,1.25,5,2D
YEGSIN,29942.659,13849.728,0.768,0.619309,2533.43,0.805,6.23,9.42,1D
YEGVOX,70725.898,50928.72,1.196,0.298777,302.21,0.207,1.62,5.81,1D
YEGWAK,32118.885,15350.544,0.794,0.63713,2022.45,0.696,5.46,7.72,1D
YEGYOZ,33425.826,25139.347,1.249,0.212759,6.04,0.137,1.47,4.16,1D
YEHDAS,27159.124,31540.624,1.928,0.086928,29.22,0.039,1.15,4.59,3D
YEJMAC01,66033.6,15227.936,0.383,0.81939,6638.9,2,7.75,9.35,1D
YEJMAC02,67573.675,15227.936,0.374,0.822679,6771.18,2.057,7.76,9.47,1D
YEJMAC,65094.644,15227.936,0.388,0.819701,6499.56,1.968,7.55,9.48,1D
YEJPEJ,46585.795,34370.46,1.225,0.373123,156.9,0.225,3.93,4.45,1D
YEJQEK,38507.447,28176.888,1.215,0.189785,59.77,0.116,1.92,4.86,1D
YEJYUJ,32417.453,28326.096,1.451,0.164393,14.52,0.088,1.84,4.25,1D
YEKBAS,37349.598,25955.424,1.154,0.350779,195.28,0.231,2.04,5.15,2D
YEKCUP,66287.195,84550.104,2.118,0.22316,154.19,0.102,3.78,5.72,1D
YEKFUS,46553.743,56287.224,2.008,0.488901,483.49,0.247,4.11,6,3D
YEKMOS01,26998.205,20012.832,1.231,0.431905,862.36,0.338,5.33,6.09,1D
YEKNOT,54494.522,45017.856,1.372,0.122589,1.77,0.05,2.77,4.19,1D
YEKQOW,29743.744,22816.56,1.274,0.488044,535.79,0.344,3.62,10.25,3D
YELKOS,27186.22,17569.872,1.073,0.377844,381.86,0.304,3.77,4.89,2D
YELTER,38994.724,35615.488,1.517,0.148102,49.94,0.062,1.25,4.99,2D
YELVET,40724.271,21646.496,0.883,0.604563,1568.42,0.586,5.32,7.2,1D
YELYOE,28741.831,38083.552,2.2,0.299014,66.41,0.107,3.47,5.25,1D
YEMHII,54813.511,41906.026,1.27,0.446586,406.14,0.302,3.27,5.13,2D
YEMMAF,84291.024,73322.64,1.444,0.382066,638.5,0.262,8.94,9.55,1D
YEMWEV,37114.333,20721.672,0.927,0.415078,51.38,0.351,3.12,4.28,2D
YEMWUL,34444.151,15541.254,0.749,0.588772,1264.21,0.682,3.64,5.83,1D
YEMXAS,49231.812,30694.528,1.035,0.273606,147.57,0.187,1.87,4.74,1D
YEMXEW,49544.656,29452.896,0.987,0.345981,107.78,0.266,3.41,4.68,1D
YENROB,73750.61,29638.752,0.667,0.661189,2232.01,0.872,4.5,8.37,2D
YENTIV,37663.148,24701.976,1.089,0.543162,1256.86,0.474,6,7,2D
YENVET,63734.684,44925.36,1.17,0.276757,312.83,0.189,4.05,5.13,1D
YEPFUV,34593.686,25915.69,1.244,0.359,198.24,0.212,3.21,4.85,1D
YEPGAC,31448.307,25915.69,1.368,0.204452,2.77,0.104,1.81,4.18,2D
YEPKOW,36986.711,23970.72,1.076,0.393512,181.82,0.279,3.18,4.99,1D
YEPKUC,28910.665,17978.04,1.033,0.438337,372.31,0.329,4.42,5.46,1D
YEPLAJ,24137.85,17978.04,1.237,0.266465,111.64,0.164,2.89,4.53,1D
YEPSOC01,47233.099,25920.336,0.911,0.442604,593.37,0.388,2.78,5.25,2D
YEPSOC02,48444.165,25920.336,0.888,0.463065,692.77,0.418,2.77,5.54,2D
YEPSOC03,31818.739,17280.224,0.902,0.476025,1045.32,0.429,5.35,6.86,1D
YEPSUI,44711.044,11940.216,0.443,0.729186,4087.1,1.561,9.28,10.2,1D
YEQQUJ,37038.476,26908.032,1.206,0.399644,553.21,0.282,4.47,6.22,1D
YEQWOH,50053.857,39068.544,1.296,0.404449,669.43,0.283,4.84,5.47,1D
YERHOV,32493.438,49903.434,2.55,0.149423,23.11,0.051,1.21,4.85,1D
YERLIT,62014.206,42414.624,1.136,0.471313,620.38,0.358,3.44,8.29,1D
YERSEW,32024.905,20708.055,1.074,0.458827,916.59,0.392,4.51,6.19,1D
YESFIO,44231.244,31709.088,1.19,0.388462,365.51,0.242,3.91,5.37,1D
YESMER,37507.628,25783.2,1.141,0.544113,860.16,0.355,5.23,6.38,1D
YESSUN,43200.675,34915.648,1.342,0.53838,816.03,0.333,4.87,8.82,1D
YESTAU,44072.621,35226.24,1.327,0.541354,861.5,0.342,4.92,8.8,2D
YETKIS,46988.029,51371.23,1.815,0.245997,74.51,0.093,1.55,5.06,1D
YETKOY,46277.619,51371.23,1.843,0.24045,26.77,0.093,1.37,4.48,1D
YETKUE,34957.661,45323.23,2.153,0.268765,45.23,0.094,2.47,4.42,1D
YETPOD,30998.949,24186.682,1.296,0.190158,6.77,0.104,2.77,4.19,1D
YETQIY,35032.943,26298.346,1.247,0.161956,34,0.091,1.32,4.31,2D
YETRAR,30365.934,24186.682,1.323,0.18164,2.52,0.092,2.72,4.12,1D
YETTIB,26058.398,21740.263,1.385,0.163261,51.47,0.106,2.23,4.47,2D
YETXUR,39665.035,27806.616,1.164,0.415961,421.13,0.318,4.18,6.69,1D
YEVPIZ,33168.794,24346.17,1.219,0.433725,50.1,0.284,3.58,4.42,1D
YEWGAL,24430.409,19004.702,1.292,0.441178,726.39,0.285,5.5,7.54,1D
YEWGEP,31902.681,28507.054,1.484,0.32158,143.8,0.174,3.38,4.94,1D
YEWGIT,39593.116,40985.741,1.719,0.165447,12.6,0.066,1.34,4.37,1D
YEWTIG,36043.746,34090.344,1.571,0.095082,3.7,0.05,1.3,4.24,2D
YEXDIR,49034.782,41280,1.398,0.385682,282.49,0.234,3.14,5.36,2D
YEXKAO,19889.662,12423.24,1.037,0.497014,923.84,0.402,4.61,6.73,1D
YEYBOV,54233.163,49102.272,1.503,0.165443,36.05,0.088,3.79,4.38,1D
YEYCUC,34828.026,11629.376,0.554,0.768245,2862.66,1.282,5.06,17.25,3D
YEYLUJ,35908.728,26873.357,1.243,0.324267,145.11,0.193,2.92,4.98,1D
YEYRAY,31608.565,22997.592,1.208,0.618106,977.56,0.442,4.81,6.42,1D
YEYVII,20196.091,19380.691,1.593,0.354587,302.99,0.189,3.22,6.65,3D
YEYVOO,102300.125,96903.456,1.573,0.379241,387.68,0.198,4.53,7.55,1D
YEYYUZ,44813.403,36630.432,1.357,0.237014,81.95,0.133,1.68,4.76,2D
YEZDUD,41617.614,18858.624,0.752,0.678545,3256.97,1.005,6,7.69,1D
YEZFAL,41164.359,18858.624,0.761,0.675743,3206.32,0.991,6.11,7.64,1D
YEZFEP,41571.062,18858.624,0.753,0.678604,3249.29,1.004,6.02,7.62,1D
YEZFIT,41755.188,18858.624,0.75,0.679874,3261.17,1.009,5.99,7.67,1D
YEZFIU,56453.44,39376.224,1.158,0.463281,813.57,0.356,3.57,7.37,1D
YEZFOZ,41623.5,18858.624,0.752,0.679326,3263.64,1.007,5.92,7.68,1D
YEZGAL,30711.06,25791.336,1.395,0.439993,598.27,0.289,6.11,6.78,1D
YEZJUL,33366.993,28305.408,1.409,0.673683,1022.32,0.398,6.62,7.49,1D
YEZKAS,30334.049,28795.392,1.576,0.269505,100.2,0.178,2.72,4.64,1D
YEZSEC01,17792.868,19462.016,1.816,0.199889,62.92,0.064,2.4,5.55,3D
YEZSEC,17327.533,19462.016,1.865,0.198488,58.51,0.061,2.19,5.54,3D
YIBPAD,32057.053,23734.44,1.229,0.417961,405.05,0.318,3.16,4.95,1D
YIBPEH,32758.599,23613.6,1.197,0.414768,399.23,0.323,3.44,4.86,1D
YIBXOZ,46562.063,54018.176,1.926,0.230572,5.59,0.09,2,4.27,2D
YIBYAM,42728.24,29131.272,1.132,0.359945,606.6,0.272,11.99,12.82,1D
YIBYEQ,42805.292,29131.272,1.13,0.357055,608.15,0.271,12.37,12.75,1D
YIBZOA,28016.379,21255.264,1.26,0.524379,140.49,0.308,3.16,4.47,1D
YICCOF,23977.751,17076,1.183,0.453361,431.79,0.314,3.8,5.21,3D
YICRIM,56862.326,72422.4,2.115,0.275535,101.09,0.097,2.65,5.29,1D
YIDDUM,28461.437,26613.552,1.553,0.253953,251.65,0.131,3.93,5.56,1D
YIDHUR,28754.976,30943.744,1.787,0.131142,28.2,0.059,1.35,4.4,2D
YIDMOP,82311.35,56183.194,1.133,0.300178,57.27,0.219,2.96,4.65,1D
YIDPIL,36460.352,40103.597,1.826,0.274384,108.73,0.123,2.22,5.14,1D
YIDTUB,34291.447,14286.048,0.692,0.638396,3002.95,0.86,5.9,7.28,1D
YIFMEI,28583.523,24480.624,1.422,0.241654,65.02,0.131,1.33,4.34,3D
YIFMIM,56417.388,50929.584,1.499,0.079222,6.64,0.039,1.08,4.3,3D
YIFPEL,23418.025,13403.632,0.95,0.471095,1020.36,0.424,7.52,9.02,1D
YIFQUZ,41645.577,34171.344,1.363,0.189705,5.28,0.104,2.99,4.22,1D
YIGQOU,30255.924,24737.328,1.358,0.209963,13.57,0.123,2.83,4.27,1D
YIGZEU,35334.815,25648.92,1.205,0.23177,1.61,0.141,1.61,4.08,2D
YIHKUW,73675.876,50056.416,1.128,0.165881,56.68,0.094,2.21,4.43,1D
YIHLUY,42860.83,37784.664,1.464,0.207144,0.41,0.1,1.94,4.15,1D
YIHQUC,26342.061,14900.544,0.939,0.313869,0.66,0.349,3.02,4.02,1D
YIHYUL01,48180.566,33736.9,1.163,0.450615,16.32,0.317,3.35,4.24,3D
YIHYUL,48180.566,33736.9,1.163,0.450615,16.32,0.317,3.35,4.24,3D
YIHZAR,33699.526,16377.768,0.807,0.594764,1717.54,0.659,4.53,6.03,1D
YIJMAI,46159.726,37005.504,1.331,0.240909,14.67,0.123,1.96,4.18,1D
YIJMEM,33963.976,27754.128,1.357,0.20747,1.56,0.108,2.18,4.11,1D
YIJROA,24765.841,9967.168,0.668,0.643469,3138.65,0.989,6.22,7.77,1D
YIJTAP,41169.747,29629.504,1.195,0.266475,25.7,0.16,3.3,4.28,1D
YIJYOI,39784.882,36545.424,1.525,0.151365,1.9,0.07,2.29,4.1,1D
YIJZIC,28570.108,12632.96,0.734,0.734775,3083.77,1.01,6.85,9.4,3D
YIKCUQ,52270.051,39359.304,1.25,0.137986,21.73,0.08,1.12,4.46,3D
YIKSET,33071.184,33350.688,1.675,0.330244,120.63,0.18,2.41,5.15,3D
YIKTET,26044.936,14833.472,0.946,0.554261,1019.7,0.474,3.61,6.63,1D
YIKVIZ,38887.707,27472.32,1.173,0.345425,171.13,0.219,3.79,4.79,1D
YILHOQ,43938.956,41654.035,1.574,0.13495,9.92,0.05,2.02,4.32,1D
YILJUA,33932.641,21779.728,1.066,0.566405,908.7,0.442,3.89,6.23,2D
YILNIQ,35889.717,28885.027,1.336,0.313694,90.36,0.222,3.37,4.62,2D
YIMCEF,84023.043,47456.64,0.938,0.619773,1106.05,0.55,3.96,9.34,3D
YINDOQ,57719.652,52311.408,1.505,0.143154,4.31,0.067,1.33,4.33,1D
YINHEL,60312.366,27011.28,0.744,0.664993,1230.91,0.733,3.72,5.62,2D
YINPEQ,49721.787,19959.104,0.667,0.769162,3148.87,1.119,7.92,9.35,1D
YINPIW,25167.939,15926.448,1.051,0.300078,92.97,0.204,2.04,4.72,1D
YINQAN,37434.905,20823.036,0.924,0.526386,1525.85,0.495,4.93,6.87,1D
YINQOD,52686.234,31852.896,1.004,0.380676,175.7,0.303,2.91,4.96,1D
YINQUJ,53248.962,31852.896,0.993,0.38582,170.5,0.311,3.06,4.8,1D
YINSUL,54347.248,36356.544,1.111,0.462072,647.76,0.321,5.66,7.08,1D
YINTIA,50449.108,43977.546,1.448,0.258452,102.05,0.137,2.36,4.71,2D
YIPBOP,32289.974,22553.286,1.16,0.245971,131.85,0.152,1.5,4.9,1D
YIPBUV,37870.981,17320.518,0.759,0.605057,1948.1,0.714,6.92,10.75,1D
YIPDOR,41269.021,11642.08,0.468,0.770688,4985.42,1.521,6.91,8.15,2D
YIPGUA,39324.165,18217.68,0.769,0.660629,2505.31,0.83,7.09,8.7,1D
YIQLAO,20114.074,15215.235,1.256,0.07978,20.97,0.049,1.17,4.7,3D
YIQLOB,30529.635,27351.518,1.488,0.246088,15.94,0.118,2.96,4.19,1D
YIQLOC,50874.195,36137.534,1.18,0.321623,186.56,0.213,1.86,4.7,1D
YIQLUH,32712.28,27351.518,1.388,0.304145,94.02,0.168,3.06,4.62,1D
YIQNAO,37198.123,24363.552,1.088,0.333299,75.14,0.246,2.52,4.75,3D
YIQRAT,43603.711,37048.08,1.411,0.152506,36.37,0.076,1.78,4.49,1D
YISHOY,40625.048,15495.138,0.633,0.663423,2036.32,0.986,3.59,5.75,1D
YISKOB,40348.088,14682.346,0.604,0.730619,2521.16,1.123,9.38,9.9,1D
YISPUL,18471.415,7676.46,0.69,0.543766,1273.61,0.746,12.38,12.92,2D
YISRIE,23669.816,41498.24,2.911,0.052165,1.35,0.013,1.05,4.21,3D
YITGOA,22164.231,14846.464,1.112,0.44935,396.65,0.303,3.89,5.34,1D
YITVEE,39825.657,21334.416,0.89,0.552104,1811.71,0.561,4.37,7.63,2D
YITVIH,48877.389,36348.672,1.235,0.585048,1017.97,0.442,4.2,5.6,1D
YITZEJ,47541.832,83351.808,2.911,0.276745,69.62,0.089,3.22,4.87,3D
YIVTUT,54357.471,38014.056,1.161,0.212965,133.43,0.139,3.09,4.68,1D
YIVZIO,35212.724,27534.626,1.298,0.327504,459.44,0.215,4.19,5.59,3D
YIWCUD,34797.959,23459.28,1.119,0.391533,284.77,0.261,2.42,4.83,1D
YIWKEX,57149.079,43224.084,1.256,0.181095,6.06,0.103,2.15,4.31,2D
YIWKIB,41237.11,30328.056,1.221,0.18507,9.14,0.1,1.47,4.15,2D
YIWQOM,26954.832,10630.728,0.655,0.611776,2354.5,0.837,7.08,8.49,1D
YIWRON,27866.316,20235.216,1.206,0.159316,80.43,0.107,1.15,4.62,3D
YIWSAA,28685.682,20235.216,1.171,0.17105,113.17,0.119,2.35,4.44,1D
YIXCAK,27014.791,20676.8,1.271,0.542889,1018.79,0.409,8.35,9.22,1D
YIXFIW,27999.947,24710.88,1.465,0.37847,100.2,0.226,3.25,4.59,1D
YIXGAP,56902.457,39538.656,1.154,0.222069,33.46,0.152,2.56,4.36,1D
YIXGIY,66832.132,39159.379,0.973,0.582686,875.69,0.514,4.06,5.42,2D
YIXHAR,32823.079,26106.253,1.321,0.288882,0.25,0.153,2.24,4.01,1D
YIXHUL,46704.478,29369.534,1.044,0.522808,275.22,0.424,3.63,4.84,2D
YIXJAT,22921.307,14684.767,1.064,0.482926,144.85,0.386,3.48,4.65,1D
YIXJEX,24127.939,14684.767,1.011,0.520653,376.17,0.44,3.85,4.75,1D
YIXYIP,26117.751,21490.65,1.366,0.161414,50.69,0.098,1.41,4.61,3D
YIXYUB,51248.735,50789.12,1.646,0.391548,436.51,0.182,7.26,7.83,1D
YIXZAI,50872.929,50789.12,1.658,0.384204,439.04,0.175,7.11,7.74,1D
YIYGOC,25806.935,18810.346,1.21,0.267677,59.8,0.16,1.71,4.33,1D
YIYGUI,25830.397,18810.346,1.209,0.278574,82.07,0.157,1.77,4.48,1D
YIZBAL,34404.019,28347.768,1.368,0.175346,23.15,0.063,1.9,4.38,2D
YIZNUR,65796.214,52550.784,1.326,0.235006,11.64,0.12,1.6,4.52,2D
YOBRUC,28340.557,19068.096,1.117,0.273363,91.29,0.209,1.68,4.24,1D
YOBYAR,85759.358,41829.984,0.81,0.627927,1677.05,0.682,5.93,9.21,1D
YOCFIH,35684.796,34329.341,1.597,0.507372,684.59,0.286,4.37,6.08,2D
YOCHEF,42726.117,87776.856,3.411,0.151729,27.96,0.038,2.44,5.22,1D
YOCJAE,32693.774,23539.728,1.196,0.301316,90.27,0.166,2.85,4.86,1D
YOCPEL,38645.205,25136.46,1.08,0.315717,340.28,0.216,2.19,5.05,1D
YOCPEO,37934.143,47824.704,2.093,0.215778,28.11,0.084,3.19,4.37,1D
YOCSEQ,24603.476,32602.5,2.2,0.261748,47.32,0.104,3.27,4.78,1D
YOCWIY,34611.745,26541.696,1.273,0.110882,0.78,0.048,1.43,4.05,1D
YODBOJ01,43420.529,34230.816,1.309,0.289543,123.04,0.172,1.2,4.82,1D
YODBOJ,43846.188,34230.816,1.296,0.287637,122.15,0.171,1.69,4.78,1D
YODJEI,28378.207,13361.536,0.782,0.729542,2431.75,0.89,7.45,11.8,3D
YODKAG,51894.972,23223.6,0.743,0.817958,2987.55,0.935,6,8.11,1D
YODYUM,30364.732,24045.792,1.315,0.219704,158.58,0.139,3.84,4.74,1D
YODZAT,38612.454,20842.596,0.896,0.490043,1001.85,0.474,5,6.11,1D
YODZEX,29883.336,21372.608,1.188,0.430773,78.62,0.301,2.91,4.4,1D
YOFFUW,50825.015,31493.76,1.029,0.678598,2327.66,0.671,4.99,7.06,1D
YOFGAD,50076.848,62987.52,2.089,0.270222,1.61,0.123,2.07,4.14,1D
YOFGEH,30166.127,31493.76,1.734,0.434513,393.88,0.25,4.1,5.99,1D
YOFRIV,34513.346,25365.072,1.22,0.305664,10.75,0.169,3.38,4.17,1D
YOFXAV,45713.605,36923.52,1.341,0.181091,6.52,0.048,1.96,4.19,3D
YOFXEY,38826.928,27292.752,1.167,0.34005,49.76,0.187,3.33,5.04,1D
YOFXIC,38517.985,27292.752,1.177,0.323732,18.05,0.175,3.47,4.76,1D
YOGGEI,35203.446,22355.1,1.054,0.479341,507.24,0.4,3.47,5.44,1D
