Refcode,Year,Density (g/cm3),"Helium void fraction, F_He,T (-)","Surface area, S_AC,T (m2/g)","Surface area, S_AC,A (m2/g)","Pore volume, V_PO,T (cm3/g)","Pore volume, V_PO,A (cm3/g)",Pore limiting diameter (A),Large cavity diameter (A),Ratio LCD/PLD (-),Porosity,Density (g/cm3).1,"Helium void fraction, F_He,T (-).1","Surface area, S_AC,T (m2/g).1","Surface area, S_AC,A (m2/g).1","Pore volume, V_PO,T (cm3/g).1","Pore volume, V_PO,A (cm3/g).1",Pore limiting diameter (A).1,Large cavity diameter (A).1,Ratio LCD/PLD (-).1,URL
UJEMUS,2011,1.118,0.293759,96.77,0,0.198,0,2.13,4.56,2.14084507,1D,[1.1 - 1.2),[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[4.5-4.6),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UJEMUS
UJEXAJ,2011,1.121,0.358743,112.52,0,0.248,0,2.23,4.76,2.134529148,1D,[1.1 - 1.2),[0.3 - 0.4),[100 - 150),[0.0-0.05),[0.2 - 0.3),[0.0-0.01),[2.2-2.6),[4.6-4.8),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UJEXAJ
UJOYUO,2011,1.476,0.111637,11.5,0,0.048,0,1.85,4.27,2.308108108,1D,[1.4 - 1.5),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[4.2-4.3),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UJOYUO
UJUJOZ,2011,1.394,0.244904,25.92,0,0.133,0,2.35,4.43,1.885106383,1D,[1.3 - 1.4),[0.2 - 0.3),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[4.4-4.5),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UJUJOZ
UKAZEM,2011,0.789,0.74105,2456.29,2453.02,0.944,0.947,8.46,10.64,1.257683215,1D,[0.6 - 0.8),[0.7 - 0.8),[2000 - 3000),[2000-3000),[0.8 - 1.0),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKAZEM
UKETEK,2011,2.179,0.324081,384.89,388.37,0.146,0.143,6.43,6.88,1.069984448,1D,[2.0 - 7.0],[0.3 - 0.4),[300 - 400),[300-400),[0.1 - 0.2),[0.1-0.2),[6.0-8.0),[6.5-7.0),[1.0-1.1),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKETEK
UKEXIS,2011,0.77,0.746973,2461.17,2504.65,0.978,0.977,8.39,11.03,1.31466031,3D,[0.6 - 0.8),[0.7 - 0.8),[2000 - 3000),[2000-3000),[0.8 - 1.0),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKEXIS
UKICIB,2011,2.405,0.395082,150.48,144.02,0.167,0.118,3.72,4.95,1.330645161,1D,[2.0 - 7.0],[0.3 - 0.4),[150 - 200),[100-200),[0.1 - 0.2),[0.1-0.2),[3.6-3.8),[4.8-5.0),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKICIB
UKOVUM,2011,1.296,0.322164,190.46,80.71,0.207,0.086,3.39,4.95,1.460176991,1D,[1.2 - 1.3),[0.3 - 0.4),[150 - 200),[50-100),[0.2 - 0.3),[0.01-0.1),[3.3-3.6),[4.8-5.0),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKOVUM
UKUBEI,2011,2.294,0.352194,214.31,211.48,0.113,0.115,4.37,5.27,1.205949657,1D,[2.0 - 7.0],[0.3 - 0.4),[200 - 300),[200-300),[0.1 - 0.2),[0.1-0.2),[4.0-4.5),[5.0-5.3),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKUBEI
UKUBIM,2011,1.092,0.499438,705.9,559.57,0.342,0.315,3.61,6.8,1.88365651,1D,[1.0 - 1.1),[0.4 - 0.5),[600 - 800),[500-600),[0.3 - 0.4),[0.3-0.4),[3.6-3.8),[6.5-7.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKUBIM
UKUBUY,2011,1.03,0.501743,687.47,546.46,0.361,0.309,3.52,6.84,1.943181818,1D,[1.0 - 1.1),[0.5 - 0.6),[600 - 800),[500-600),[0.3 - 0.4),[0.3-0.4),[3.3-3.6),[6.5-7.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKUBUY
UKUCAF,2011,1.056,0.502464,634.33,298.11,0.345,0.169,3.5,6.8,1.942857143,1D,[1.0 - 1.1),[0.5 - 0.6),[600 - 800),[200-300),[0.3 - 0.4),[0.1-0.2),[3.3-3.6),[6.5-7.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKUCAF
UKUQAT,2011,1.098,0.574165,898.9,829.57,0.446,0.418,5.05,6.65,1.316831683,1D,[1.0 - 1.1),[0.5 - 0.6),[800 - 1000),[800-1000),[0.4 - 0.5),[0.4-0.5),[5.0-6.0),[6.5-7.0),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UKUQAT
ULANUR,2011,1.522,0.299955,303.72,0,0.174,0,3.12,6.92,2.217948718,1D,[1.5 - 1.6),[0.2 - 0.3),[300 - 400),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[3.0-3.3),[6.5-7.0),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ULANUR
ULOFOR,2011,1.303,0.350663,1.07,0,0.202,0,3.19,4.14,1.297805643,1D,[1.3 - 1.4),[0.3 - 0.4),[0 - 50),[0.0-0.05),[0.2 - 0.3),[0.0-0.01),[3.0-3.3),[4.0-4.2),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ULOFOR
ULUGAK,2011,1.343,0.191948,23.48,0,0.096,0,2.11,4.52,2.142180095,3D,[1.3 - 1.4),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[4.5-4.6),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ULUGAK
UMALOK,2011,1.238,0.575616,442.59,439.66,0.311,0.311,3.67,5.55,1.51226158,2D,[1.2 - 1.3),[0.5 - 0.6),[400 - 500),[400-500),[0.3 - 0.4),[0.3-0.4),[3.6-3.8),[5.3-5.6),[1.5-1.6),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UMALOK
UMEVAK,2011,1.527,0.359626,395.19,374.31,0.212,0.205,4.01,5.51,1.374064838,2D,[1.5 - 1.6),[0.3 - 0.4),[300 - 400),[300-400),[0.2 - 0.3),[0.2-0.3),[4.0-4.5),[5.3-5.6),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UMEVAK
UMUXAC,2011,2.752,0.145478,47.41,48.77,0.037,0.038,3.78,5.94,1.571428571,1D,[2.0 - 7.0],[0.1 - 0.2),[0 - 50),[0.05-50),[0.0 - 0.1),[0.01-0.1),[3.6-3.8),[5.6-6.0),[1.5-1.6),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UMUXAC
UMUYEH,2011,1.045,0.534169,1053.68,1037.86,0.443,0.442,4.54,5.81,1.279735683,1D,[1.0 - 1.1),[0.5 - 0.6),[1000 - 1250),[1000-1500),[0.4 - 0.5),[0.4-0.5),[4.5-5.0),[5.6-6.0),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UMUYEH
UMUYIL,2011,1.098,0.521737,715.51,689.49,0.403,0.394,3.77,5.02,1.331564987,1D,[1.0 - 1.1),[0.5 - 0.6),[600 - 800),[600-800),[0.4 - 0.5),[0.3-0.4),[3.6-3.8),[5.0-5.3),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UMUYIL
UNADET,2011,0.573,0.70188,3423.08,3403.56,1.067,1.06,5.38,7.86,1.460966543,1D,[0.0 - 0.6),[0.7 - 0.8),[3000 - 10250],[5000-10500],[1.0 - 1.5),[1.0-1.25),[5.0-6.0),[7.0-8.0),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNADET
UNADIX,2011,1.241,0.580595,714.54,701.85,0.401,0.394,3.62,6.64,1.834254144,2D,[1.2 - 1.3),[0.5 - 0.6),[600 - 800),[600-800),[0.4 - 0.5),[0.3-0.4),[3.6-3.8),[6.5-7.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNADIX
UNAFOF,2011,1.445,0.164581,61.58,0,0.075,0,1.22,4.89,4.008196721,2D,[1.4 - 1.5),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.8-5.0),[4.0-5.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNAFOF
UNAZIT,2011,0.583,0.777855,3735.19,3728.48,1.198,1.199,5.59,7.91,1.415026834,1D,[0.0 - 0.6),[0.7 - 0.8),[3000 - 10250],[5000-10500],[1.0 - 1.5),[1.0-1.25),[5.0-6.0),[7.0-8.0),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNAZIT
UNEBIZ,2011,1.242,0.159391,47.78,0,0.079,0,1.16,4.63,3.99137931,3D,[1.2 - 1.3),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.6-4.8),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNEBIZ
UNEKEE,2011,1.497,0.22683,40.84,0,0.133,0,1.77,4.48,2.531073446,2D,[1.4 - 1.5),[0.2 - 0.3),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[4.4-4.5),[2.5-3.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNEKEE
UNEKII,2011,1.419,0.250134,49.39,0,0.132,0,1.82,4.6,2.527472527,1D,[1.4 - 1.5),[0.2 - 0.3),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[4.6-4.8),[2.5-3.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNEKII
UNENEH,2011,0.645,0.64991,2116.8,2099.73,0.942,0.937,4.11,5.48,1.333333333,1D,[0.6 - 0.8),[0.6 - 0.7),[2000 - 3000),[2000-3000),[0.8 - 1.0),[0.8-1.0),[4.0-4.5),[5.3-5.6),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNENEH
UNENIL,2011,0.539,0.747129,4117.71,4140.88,1.314,1.303,5.95,7.34,1.233613445,1D,[0.0 - 0.6),[0.7 - 0.8),[3000 - 10250],[5000-10500],[1.0 - 1.5),[1.25-1.5),[5.0-6.0),[7.0-8.0),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNENIL
UNEQOU,2011,0.965,0.459835,0.27,0,0.417,0,2.91,4.11,1.412371134,1D,[0.8 - 1.0),[0.4 - 0.5),[0 - 50),[0.0-0.05),[0.4 - 0.5),[0.0-0.01),[2.6-3.0),[4.0-4.2),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNEQOU
UNIPEN,2011,1.288,0.184027,1.12,0,0.073,0,1.74,4.02,2.310344828,1D,[1.2 - 1.3),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[4.0-4.2),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNIPEN
UNIQAK,2011,1.276,0.256093,116.1,0,0.142,0,1.64,5.37,3.274390244,2D,[1.2 - 1.3),[0.2 - 0.3),[100 - 150),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[5.3-5.6),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNIQAK
UNIVET,2011,2.18,0.11577,0.06,0,0.045,0,1.63,4.13,2.533742331,1D,[2.0 - 7.0],[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[4.0-4.2),[2.5-3.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNIVET
UNIWAQ,2011,1.791,0.329979,116.73,0,0.166,0,2.56,5.12,2,1D,[1.6 - 1.8),[0.3 - 0.4),[100 - 150),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[5.0-5.3),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UNIWAQ
